winner_name_raw,loser_name_raw,winner_school_raw,loser_school_raw,winner_class_year_raw,loser_class_year_raw,weight_class,victory_type,round_label,round_sort_key,level,event_name,event_series_name,event_type,event_id_external,date_start_raw,date_end_raw,occurred_at,source_match_id,extraction_confidence,score,time_seconds
Benjamin Smith,Azeem Bell,Cleveland State,Rider,RS So.,Sr.,197,Fall,,,Varsity,vs. Rider,Dual,dual,7433662132,202402231400,202402231400,1708696800000,47369407132,1.0,,215
Cade Balestrini,Douglas Terry,Bloomsburg,Cleveland State,Jr.,Sr.,149,Decision,Champ. Round 1,1.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358643132,1.0,5-1,
Benjamin Smith,Tyler Kocak,Cleveland State,George Mason,RS So.,Jr.,197,Technical Fall,Champ. Round 1,1.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358665132,1.0,18-3,420
Daniel  Bucknavich,Lonnell Owens-Pabon,Cleveland State,Buffalo,Sr.,RS Fr.,285,Major Decision,Champ. Round 1,1.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358668132,1.0,11-0,
Chase Kranitz,Joey Lyons,Buffalo,Cleveland State,RS Fr.,Sr.,184,Major Decision,Champ. Round 1,1.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358671132,1.0,15-3,
Tyler  Klinsky,Ben Aranda,Rider,Cleveland State,Jr.,Sr.,125,Sudden Victory - 1,Quarterfinals,21.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358678132,1.0,12-5,
Pablo Castro,Nick Molchak,Kent State,Cleveland State,So.,So.,133,Major Decision,Quarterfinals,21.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358687132,1.0,12-2,
Douglas Terry,Colin Roberts,Cleveland State,Edinboro,Sr.,RS So.,149,Major Decision,Cons. Round 1,24.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358688132,1.0,11-2,
Eric Almarinez,Dylan Layton,SIU Edwardsville,Cleveland State,So.,So.,141,Major Decision,Quarterfinals,21.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358689132,1.0,16-5,
Tyler Swiderski,Tate Geiser,Central Michigan,Cleveland State,RS So.,So.,165,Decision,Quarterfinals,21.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358704132,1.0,7-4,
Johnny Lovett,Marcus Robinson,Central Michigan,Cleveland State,RS Sr.,RS Sr.,157,Decision,Quarterfinals,21.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358705132,1.0,1-0,
Sal Perrine,DeAndre Nassar,Ohio,Cleveland State,Jr.,RS Fr.,174,Decision,Quarterfinals,21.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358714132,1.0,5-2,
Benjamin Smith,Azeem Bell,Cleveland State,Rider,RS So.,Sr.,197,Major Decision,Quarterfinals,21.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358722132,1.0,14-3,
Daniel  Bucknavich,Ethan Miller,Cleveland State,Lock Haven,Sr.,So.,285,Major Decision,Quarterfinals,21.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358724132,1.0,8-0,
Ben Aranda,Ryan Meek,Cleveland State,Ohio,Sr.,Fr.,125,Major Decision,Cons. Round 2,25.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358730132,1.0,15-7,
Brandon Wittenberg,Nick Molchak,George Mason,Cleveland State,RS Jr.,So.,133,Decision,Cons. Round 2,25.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358735132,1.0,8-3,
Dominic Hargrove,Dylan Layton,George Mason,Cleveland State,RS Fr.,So.,141,Fall,Cons. Round 2,25.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358744132,1.0,,47
Derek Raike,Douglas Terry,Ohio,Cleveland State,So.,Sr.,149,Decision,Cons. Round 2,25.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358747132,1.0,12-5,
Daniel  Bucknavich,Bryan Caves,Cleveland State,Central Michigan,Sr.,RS So.,285,Major Decision,Semifinals,22.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358762132,1.0,13-0,
Benjamin Smith,Blake  Schaffer,Cleveland State,Kent State,RS So.,So.,197,Decision,Semifinals,22.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358765132,1.0,8-3,
Tate Geiser,Bradley Gillum,Cleveland State,SIU Edwardsville,So.,So.,165,Major Decision,Cons. Round 2,25.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358767132,1.0,16-7,
AJ Berkhart,DeAndre Nassar,Kent State,Cleveland State,RS Sr.,RS Fr.,174,Decision,Cons. Round 2,25.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358766132,1.0,5-2,
Zayne Lehman,Joey Lyons,Ohio,Cleveland State,Jr.,Sr.,184,Decision,Cons. Round 2,25.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358777132,1.0,1-0,
Davian Guanajuato,Ben Aranda,SIU Edwardsville,Cleveland State,Jr.,Sr.,125,Decision,Cons. Round 3,26.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358788132,1.0,8-3,
Tate Geiser,Hunter Shaut,Cleveland State,Buffalo,So.,Sr.,165,Decision,Cons. Round 3,26.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358793132,1.0,7-2,
Marcus Robinson,William  Morrow,Cleveland State,Bloomsburg,RS Sr.,So.,157,Major Decision,Cons. Round 3,26.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358799132,1.0,15-2,
Nick Stampoulos,Marcus Robinson,Buffalo,Cleveland State,RS Fr.,RS Sr.,157,Major Decision,Cons. Semis,45.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358815132,1.0,11-1,
Caden Dobbins,Tate Geiser,Bloomsburg,Cleveland State,Fr.,So.,165,Decision,Cons. Semis,45.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358816132,1.0,4-0,
Ben Aranda,JB Dragovich,Cleveland State,George Mason,Sr.,RS Fr.,125,Major Decision,7th Place Match,72.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358827132,1.0,8-0,
Colton Washleski,Marcus Robinson,Rider,Cleveland State,RS So.,RS Sr.,157,Decision,5th Place Match,70.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358848132,1.0,7-4,
Tate Geiser,Aaron Ferguson,Cleveland State,Kent State,So.,Jr.,165,Decision,5th Place Match,70.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358853132,1.0,5-2,
Benjamin Smith,Sam Mitchell,Cleveland State,Buffalo,RS So.,RS Sr.,197,Decision,1st Place Match,66.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358862132,1.0,8-3,
David Szuba,Daniel  Bucknavich,Rider,Cleveland State,Jr.,Sr.,285,Decision,1st Place Match,66.0,Varsity,Mid American Conference Championship,Mid American Conference Championship,tournament,7878830132,20240308,20240309,1709856000000,55358864132,1.0,7-3,
Dorian Crosby,Daniel  Bucknavich,Bucknell,Cleveland State,Sr.,Sr.,285,,Cons. Round 2,25.0,,2024 NCAA Division I Championships,2024 NCAA Division I Championships,tournament,7929025132,20240321,20240323,1710979200000,56782096132,0.5,,
Dorian Crosby,Daniel  Bucknavich,Bucknell,Cleveland State,Sr.,Sr.,285,,Cons. Round 2,25.0,,2024 NCAA Division I Championships,2024 NCAA Division I Championships,tournament,7929025132,20240321,20240323,1710979200000,56782118132,0.5,,
Stephen Buchanan,Benjamin Smith,Oklahoma,Cleveland State,Sr.,RS So.,197,Technical Fall,Champ. Round 1,1.0,,2024 NCAA Division I Championships,2024 NCAA Division I Championships,tournament,7929025132,20240321,20240323,1710979200000,42590559132,1.0,18-1,316
Yaraslau Slavikouski,Daniel  Bucknavich,Rutgers,Cleveland State,RS Jr.,Sr.,285,Decision,Champ. Round 1,1.0,,2024 NCAA Division I Championships,2024 NCAA Division I Championships,tournament,7929025132,20240321,20240323,1710979200000,42590602132,1.0,4-2,
Cole Urbas,Benjamin Smith,Pennsylvania,Cleveland State,RS Fr.,RS So.,197,Major Decision,Cons. Round 1,24.0,,2024 NCAA Division I Championships,2024 NCAA Division I Championships,tournament,7929025132,20240321,20240323,1710979200000,42590906132,1.0,12-3,
Daniel  Bucknavich,Nash Hutmacher,Cleveland State,Nebraska,Sr.,Jr.,285,Sudden Victory - 1,Cons. Round 1,24.0,,2024 NCAA Division I Championships,2024 NCAA Division I Championships,tournament,7929025132,20240321,20240323,1710979200000,42590954132,1.0,5-2,
Dorian Crosby,Daniel  Bucknavich,Bucknell,Cleveland State,Sr.,Sr.,285,Decision,Cons. Round 2,25.0,,2024 NCAA Division I Championships,2024 NCAA Division I Championships,tournament,7929025132,20240321,20240323,1710979200000,42591193132,1.0,3-1,
Robert Sagaris,Max Elton,LIU,Buffalo,Jr.,Fr.,125,Decision,,,Varsity,vs. Buffalo,Wranglemania,tournament,7432500132,202311111200,202311111200,1699704000000,47918454132,1.0,1-0,
Christopher Betancourt,Tommy Maddox,LIU,Buffalo,Jr.,RS Sr.,133,Decision,,,Varsity,vs. Buffalo,Wranglemania,tournament,7432500132,202311111200,202311111200,1699704000000,47919236132,1.0,4-1,
Devin Matthews,Andy Lucinsky,LIU,Buffalo,Sr.,RS So.,141,Fall,,,Varsity,vs. Buffalo,Wranglemania,tournament,7432500132,202311111200,202311111200,1699704000000,47918647132,1.0,,90
Kaleb Burgess,Drew Witham,Buffalo,LIU,RS So.,Sr.,149,Decision,,,Varsity,vs. Buffalo,Wranglemania,tournament,7432500132,202311111200,202311111200,1699704000000,47919008132,1.0,13-9,
Ty Raines,Rhise Royster,Buffalo,LIU,RS Sr.,RS Fr.,157,Decision,,,Varsity,vs. Buffalo,Wranglemania,tournament,7432500132,202311111200,202311111200,1699704000000,47919553132,1.0,6-5,
Hunter Shaut,James Johnston,Buffalo,LIU,Sr.,Jr.,165,Decision,,,Varsity,vs. Buffalo,Wranglemania,tournament,7432500132,202311111200,202311111200,1699704000000,47919813132,1.0,4-1,
Corey Connolly,Dylan Schell,LIU,Buffalo,Sr.,RS Fr.,165,Major Decision,,,Varsity,vs. Buffalo,Wranglemania,tournament,7432500132,202311111200,202311111200,1699704000000,47919845132,1.0,10-1,
Chase Kranitz,Anthony D`Alesio,Buffalo,LIU,RS Fr.,Jr.,184,Decision,,,Varsity,vs. Buffalo,Wranglemania,tournament,7432500132,202311111200,202311111200,1699704000000,47920035132,1.0,4-2,
Sam Mitchell,John Dusza,Buffalo,LIU,RS Sr.,So.,197,Major Decision,,,Varsity,vs. Buffalo,Wranglemania,tournament,7432500132,202311111200,202311111200,1699704000000,47920108132,1.0,13-2,
Aeden Begue,Robert Unruh,LIU,Buffalo,Jr.,RS So.,285,Decision,,,Varsity,vs. Buffalo,Wranglemania,tournament,7432500132,202311111200,202311111200,1699704000000,47920313132,1.0,6-3,
Robert Sagaris,Jacob Ice,LIU,sacred heart ,Jr.,Jr.,125,Decision,,,,vs. sacred heart ,Wranglemania,tournament,7521265132,202311111200,202311111200,1699704000000,47922659132,1.0,6-4,
Scotty Jarosz,James Johnston,sacred heart ,LIU,RS Sr.,Jr.,165,Fall,,,,vs. sacred heart ,Wranglemania,tournament,7521265132,202311111200,202311111200,1699704000000,47922664132,1.0,,33
Andrew Fallon,Christopher Betancourt,sacred heart ,LIU,Jr.,Jr.,133,Major Decision,,,,vs. sacred heart ,Wranglemania,tournament,7521265132,202311111200,202311111200,1699704000000,47922660132,1.0,14-2,
Devin Matthews,Vincent Milazzo,LIU,sacred heart ,Sr.,Sr.,141,Decision,,,,vs. sacred heart ,Wranglemania,tournament,7521265132,202311111200,202311111200,1699704000000,47922661132,1.0,6-2,
Drew Witham,Michael McGhee,LIU,sacred heart ,Sr.,Jr.,149,Decision,,,,vs. sacred heart ,Wranglemania,tournament,7521265132,202311111200,202311111200,1699704000000,47922662132,1.0,7-0,
Rhise Royster,Brandon Teresa,LIU,sacred heart ,RS Fr.,Sr.,157,Decision,,,,vs. sacred heart ,Wranglemania,tournament,7521265132,202311111200,202311111200,1699704000000,47922663132,1.0,5-1,
John Dusza,Jake Trovato,LIU,sacred heart ,So.,So.,197,Fall,,,,vs. sacred heart ,Wranglemania,tournament,7521265132,202311111200,202311111200,1699704000000,47922667132,1.0,,105
Blake Bahna,Owen Ayotte,LIU,sacred heart ,Jr.,Jr.,174,Decision,,,,vs. sacred heart ,Wranglemania,tournament,7521265132,202311111200,202311111200,1699704000000,47922665132,1.0,9-3,
Anthony D`Alesio,Hunter Perez,LIU,sacred heart ,Jr.,So.,184,Major Decision,,,,vs. sacred heart ,Wranglemania,tournament,7521265132,202311111200,202311111200,1699704000000,47922666132,1.0,16-6,
Aeden Begue,Marc Berisha,LIU,sacred heart ,Jr.,So.,285,Decision,,,,vs. sacred heart ,Wranglemania,tournament,7521265132,202311111200,202311111200,1699704000000,47922668132,1.0,4-1,
Charlie Farmer,Robert Sagaris,Army West Point,LIU,So.,Jr.,125,Technical Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009567132,1.0,18-3,313
Max Gallagher,Robert Sagaris,Pennsylvania,LIU,Fr.,Jr.,125,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009508132,1.0,7-2,
Eric Howe,Ariel Waldman,Franklin & Marshall,LIU,RS Fr.,Fr.,125,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009408132,1.0,6-3,
Noah Tonsor,Ariel Waldman,Army West Point,LIU,Fr.,Fr.,125,Sudden Victory - 1,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009497132,1.0,9-6,
Braeden Davis,Ariel Waldman,Penn State,LIU,Fr.,Fr.,125,Technical Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009368132,1.0,15-0,135
Max Elton,Jared  Chuquilin,Buffalo,LIU,Fr.,Fr.,125,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009366132,1.0,,139
Jared  Chuquilin,Damian Moreno,LIU,Arizona State,Fr.,Fr.,125,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009416132,1.0,5-3,
Kevin  Riedinger,Jared  Chuquilin,Bloomsburg,LIU,So.,Fr.,125,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009460132,1.0,6-4,
Christopher Betancourt,Kaelan Francois,LIU,LIU,Jr.,Jr.,133,Medical Forfeit,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009413132,1.0,,
Jacob Carlucci,Kaelan Francois,Sacred Heart,LIU,Jr.,Jr.,133,Medical Forfeit,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009795132,1.0,,
Drew Currier,Christopher Betancourt,Franklin & Marshall,LIU,So.,Jr.,133,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009499132,1.0,9-3,
Nain Vazquez,Kaelan Francois,Army West Point,LIU,So.,Jr.,133,Sudden Victory - 1,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009371132,1.0,8-5,
Nain Vazquez,Christopher Betancourt,Army West Point,LIU,So.,Jr.,133,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009461132,1.0,,419
Byron Daubert,Mateo Costello,Pitt-Johnstown,LIU,RS Sr.,So.,133,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009376132,1.0,,229
Michael  Cassidy,Mateo Costello,Bloomsburg,LIU,Sr.,So.,133,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009421132,1.0,8-0,
Mateo Costello,Cole French,LIU,Buffalo,So.,RS So.,133,Sudden Victory - 1,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009463132,1.0,5-2,
Devin Matthews,Pat Phillips,LIU,Franklin & Marshall,Sr.,Jr.,141,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009583132,1.0,4-1,
Rich Treanor,Devin Matthews,Army West Point,LIU,Jr.,Sr.,141,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009524132,1.0,8-2,
Devin Matthews,Justin Hoyle,LIU,Hofstra,Sr.,Sr.,141,Medical Forfeit,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009796132,1.0,,
Mason Myers,Bo Dijulius,Pitt-Johnstown,LIU,RS Jr.,So.,141,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009425132,1.0,,118
Bryce Kresho,Bo Dijulius,Franklin & Marshall,LIU,So.,So.,141,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009472132,1.0,9-0,
Mason Myers,Noah Tocaben,Pitt-Johnstown,LIU,RS Jr.,Fr.,141,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009741132,1.0,16-5,
Bo Dijulius,Thomas Volpe,LIU,Sacred Heart,So.,Sr.,141,Technical Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009743132,1.0,19-2,287
Alex Turley,Noah Tocaben,Hofstra,LIU,RS Fr.,Fr.,141,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009423132,1.0,8-1,
Noah Tocaben,Thomas Volpe,LIU,Sacred Heart,Fr.,Sr.,141,Technical Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009473132,1.0,23-8,321
Kimo Leia,Drew Witham,Lehigh,LIU,RS Fr.,Sr.,149,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009386132,1.0,4-2,
Andy Troczynski,Drew Witham,Pennsylvania,LIU,So.,Sr.,149,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009431132,1.0,4-1,
Billy Talmadge,Jack Valentin,Lock Haven,LIU,RS Jr.,Fr.,149,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009432132,1.0,8-0,
Drew Munch,Jack Valentin,Lehigh,LIU,Jr.,Fr.,149,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009474132,1.0,,65
Mason Balian,Jack Valentin,Sacred Heart,LIU,Fr.,Fr.,149,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009753132,1.0,4-2,
Dakota Asuncion,Thomas Bonasera,Sacred Heart,LIU,Jr.,Fr.,149,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009433132,1.0,8-1,
Luke Bender,Thomas Bonasera,Franklin & Marshall,LIU,Fr.,Fr.,149,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009391132,1.0,5-1,
Cole Stone,Jamisen colongione,Army West Point,LIU,So.,So.,149,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009436132,1.0,2-1,
Jamisen colongione,Nicholas Demarco,LIU,Sacred Heart,So.,Jr.,149,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009479132,1.0,3-2,
William McMullen,Jackson Dean,LIU,Pennsylvania,So.,Jr.,149,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009430132,1.0,8-3,
Nathan Wade,William McMullen,Cornell,LIU,So.,So.,149,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009478132,1.0,,307
William McMullen,Jamisen colongione,LIU,LIU,So.,So.,149,Default,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009769132,1.0,,
Micah Hanau,Rhise Royster,Army West Point,LIU,Fr.,RS Fr.,157,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009593132,1.0,4-1,
Meyer Shapiro,Rhise Royster,Cornell,LIU,Fr.,RS Fr.,157,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009659132,1.0,8-2,
Michael Kilic,Rhise Royster,Arizona State,LIU,So.,RS Fr.,157,Sudden Victory - 1,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009746132,1.0,8-5,
Benjamin Rogers,Donavan  Smith,Cornell,LIU,Fr.,So.,157,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009442132,1.0,12-3,
Owen Finn,Donavan  Smith,Cornell,LIU,Jr.,So.,157,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009487132,1.0,7-5,
Donavan  Smith,Kyler Crawford,LIU,Pitt-Johnstown,So.,RS So.,157,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009725132,1.0,,298
Donavan  Smith,Anthony Micci,LIU,Franklin & Marshall,So.,Sr.,157,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009793132,1.0,5-1,
Matt Lee,James Johnston,Penn State,LIU,Sr.,Jr.,165,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009402132,1.0,16-4,
James Johnston,Kaya Sement,LIU,Pennsylvania,Jr.,Jr.,165,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009778132,1.0,,75
James Johnston,Nicholas Franzen,LIU,Sacred Heart,Jr.,Fr.,165,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009445132,1.0,15-2,
Macon Myers,Jack Pickersgill,Bloomsburg,LIU,Fr.,Fr.,165,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009407132,1.0,11-2,
Calvin Pineda,Jack Pickersgill,Sacred Heart,LIU,So.,Fr.,165,Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009453132,1.0,14-9,
Ryan Alvarado,Jack Pickersgill,Army West Point,LIU,So.,Fr.,165,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009493132,1.0,10-2,
Andrew Christie,Thomas LaScala,Army West Point,LIU,Fr.,Jr.,165,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009405132,1.0,,153
Colby Keane,Thomas LaScala,Pitt-Johnstown,LIU,RS Jr.,Jr.,165,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009449132,1.0,11-1,
Thomas LaScala,Jonathan Siemsen,LIU,Sacred Heart,Jr.,Jr.,165,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009494132,1.0,,282
Matt Waddell,Thomas LaScala,Hofstra,LIU,Fr.,Jr.,165,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009735132,1.0,11-3,
Blake Bahna,Aurelius Dunbar,LIU,Penn State,Jr.,Sr.,174,Sudden Victory - 1,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009662132,1.0,4-1,
Corey Connolly,Lance Urbas,LIU,Pennsylvania,Sr.,Jr.,174,Major Decision,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009503132,1.0,19-6,
Blake Bahna,Corey Connolly,LIU,LIU,Jr.,Sr.,174,Sudden Victory - 1,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009564132,1.0,2-1,
Christian  Hansen,Blake Bahna,Cornell,LIU,So.,Jr.,174,Fall,,,Varsity,Journeymen Collegiate Classic,Journeymen Collegiate Classic,tournament,7466423132,20231112,20231112,1699747200000,48009610132,1.0,,410
