winner_name_raw,loser_name_raw,winner_school_raw,loser_school_raw,winner_class_year_raw,loser_class_year_raw,weight_class,victory_type,round_label,round_sort_key,level,event_name,event_series_name,event_type,event_id_external,date_start_raw,date_end_raw,occurred_at,source_match_id,extraction_confidence,score,time_seconds
Adan Benavidez,Isaac Williams,Kent State,Clarion,So.,Fr.,133,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931761132,1.0,2-0,
Gianni Silvestri,Colin Roberts,Clarion,Edinboro,Fr.,RS Jr.,141,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931492132,1.0,7-5,
Gianni Silvestri,Aaron Lanster,Clarion,Buffalo,Fr.,So.,141,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931828132,1.0,5-1,
Andre Gonzales,Gianni Silvestri,Ohio State,Clarion,Sr.,Fr.,141,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931445132,1.0,13-5,
Luke Stanich,Gianni Silvestri,Lehigh,Clarion,So.,Fr.,141,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931565132,1.0,19-4,231
Gianni Silvestri,Tyler Adams,Clarion,Unrostered NAPS,Fr.,,141,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931730132,1.0,11-4,
Aaron Lanster,Clayton Bashor,Buffalo,Clarion,So.,Sr.,141,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931641132,1.0,15-0,102
Amonn Ohl,Clayton Bashor,Edinboro,Clarion,RS Jr.,Sr.,141,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931745132,1.0,,56
Clayton Bashor,Cole Coffin,Clarion,Bloomsburg,Sr.,Fr.,141,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931840132,1.0,12-3,
Joe Sentipal,Jack Martinec,Lock Haven,Clarion,So.,Jr.,141,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931636132,1.0,5-2,
Luke Stanich,Jack Martinec,Lehigh,Clarion,So.,Jr.,141,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931737132,1.0,,74
Jack Martinec,Yianni Marinis,Clarion,Unrostered- Zephyrhills Christian,Jr.,,141,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931820132,1.0,9-5,
Lavinsky Collins,Cooper Hilton,Clarion,Unrostered- Boom Ranch,RS Jr.,,149,Forfeit,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931632132,1.0,,
Lavinsky Collins,Connor Swaim,Clarion,Pittsburgh,RS Jr.,So.,149,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931719132,1.0,,56
Sam Ewing,Lavinsky Collins,Buffalo,Clarion,So.,RS Jr.,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931819132,1.0,18-3,371
Nate Roth,Kyle Schickel,Kent State,Clarion,So.,Sr.,149,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931729132,1.0,,165
Kyle Schickel,Kieran Cullen,Clarion,Buffalo,Sr.,Fr.,149,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931818132,1.0,,40
Keegan Knapp,David McClelland,Kent State,Clarion,Jr.,So.,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931629132,1.0,17-1,251
Keegan Knapp,Judah Aybar,Kent State,Clarion,Jr.,Fr.,149,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931717132,1.0,10-9,
Garrett McChesney,Judah Aybar,Edinboro,Clarion,Fr.,Fr.,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931822132,1.0,23-6,420
Zac Cowan,David McClelland,Bellarmine,Clarion,Sr.,So.,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931721132,1.0,21-6,402
David McClelland,Chad Ozias,Clarion,Pitt-Johnstown,So.,RS So.,149,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931827132,1.0,,262
Eli Carr,Lavinsky Collins,Unrostered- Brown,Clarion,Fr.,RS Jr.,149,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931546132,1.0,8-5,
Landon Desselle,Kyle Schickel,Ohio State,Clarion,Fr.,Sr.,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931634132,1.0,16-1,210
jeb prechtel,Chandler Ho,Bellarmine,Clarion,So.,Sr.,157,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931815132,1.0,,213
Kosta Koufalis,Chandler Ho,Unrostered- Spartan Combat RTC,Clarion,,Sr.,157,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931618132,1.0,4-1,
Zack Mattin,Alejandro Herrera-Rondon,Michigan,Clarion,RS Jr.,Sr.,157,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931417132,1.0,5-0,
Brock Herman,Alejandro Herrera-Rondon,Ohio State,Clarion,So.,Sr.,157,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931447132,1.0,,16
Alejandro Herrera-Rondon,TJ Schierl,Clarion,Ohio State,Sr.,So.,157,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931548132,1.0,10-1,
Alejandro Herrera-Rondon,Gray Ortis,Clarion,Bellarmine,Sr.,Jr.,157,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931709132,1.0,15-0,420
Alejandro Herrera-Rondon,William Morrow,Clarion,Bloomsburg,Sr.,Jr.,157,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931797132,1.0,7-0,
Louie Cerchio,Wesley Barnes,Unrostered- Spartan Combat RTC,Clarion,,So.,165,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931475132,1.0,12-3,
Max Brignola,Wesley Barnes,Lehigh,Clarion,Sr.,So.,165,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931543132,1.0,22-6,315
Wesley Barnes,Damon Michaels,Clarion,Edinboro,So.,Fr.,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931787132,1.0,11-4,
Wesley Barnes,Keiji Watanabe,Clarion,Unrostered- Pitt Bull,So.,,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931693132,1.0,5-4,
Kaeden Berger,Reece Bechakas,Clarion,Clarion,Sr.,Fr.,165,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931613132,1.0,,411
Mateo de la Pena,Reece Bechakas,Pittsburgh,Clarion,RS So.,Fr.,165,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931811132,1.0,,161
John Altieri,Elijah Penton,Clarion,Navy,Sr.,Fr.,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931608132,1.0,5-4,
Brock Mantanona,Kaeden Berger,Michigan,Clarion,Fr.,Sr.,165,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931690132,1.0,22-5,227
Cole Nance,Gavin Wilmoth,Bellarmine,Clarion,Sr.,Jr.,165,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931609132,1.0,19-3,387
Max Brignola,Gavin Wilmoth,Lehigh,Clarion,Sr.,Jr.,165,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931701132,1.0,19-4,219
Gavin Wilmoth,Leo Hess,Clarion,Bloomsburg,Jr.,So.,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931796132,1.0,4-2,
Keiji Watanabe,Brady Worthing,Unrostered- Pitt Bull,Clarion,,RS Fr.,165,Sudden Victory - 3,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931616132,1.0,12-11,
Brady Worthing,Jaden Wehler,Clarion,Unrostered- PA Titans,RS Fr.,,165,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931687132,1.0,18-2,333
Trent Hoover,Brady Worthing,Unattached- UPJ,Clarion,,RS Fr.,165,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931783132,1.0,15-5,
Mateo de la Pena,John Altieri,Pittsburgh,Clarion,RS So.,Sr.,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931535132,1.0,12-7,
Hunter Shaut,John Altieri,Buffalo,Clarion,RS Sr.,Sr.,165,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931689132,1.0,17-5,
John Altieri,Alaa Aly,Clarion,Edinboro,Sr.,Fr.,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931781132,1.0,4-2,
Louie Cerchio,Kaeden Berger,Unrostered- Spartan Combat RTC,Clarion,,Sr.,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931538132,1.0,8-1,
Joseph Walker,John Worthing,Michigan,Clarion,RS Sr.,RS Sr.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931400132,1.0,4-2,
John Worthing,Grant O`Dell,Clarion,Bellarmine,RS Sr.,Jr.,174,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931430132,1.0,9-1,
John Worthing,Dylan Schell,Clarion,Buffalo,RS Sr.,RS So.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931542132,1.0,5-0,
John Worthing,Liam Kilrain,Clarion,Navy,RS Sr.,So.,174,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931694132,1.0,,195
Charlie Foster,Deegan Ross,Buffalo,Clarion,Fr.,So.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931534132,1.0,9-4,
Sammy Starr,Deegan Ross,Navy,Clarion,Sr.,So.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931678132,1.0,9-4,
Mikey Bartush,Adrian Gacek,Bucknell,Clarion,Jr.,So.,184,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931468132,1.0,5-4,
Rocco Welsh,Adrian Gacek,Ohio State,Clarion,So.,So.,184,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931529132,1.0,22-6,243
Adrian Gacek,Jack Cummings,Clarion,Michigan,So.,RS So.,184,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931777132,1.0,15-4,
Jack Cummings,Ayden Miller,Michigan,Clarion,RS So.,Sr.,184,Sudden Victory - 3,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931524132,1.0,11-8,
Jaden Bullock,Ayden Miller,Michigan,Clarion,RS Sr.,Sr.,184,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931675132,1.0,19-3,345
Ayden Miller,jack ring,Clarion,Bellarmine,Sr.,So.,184,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931767132,1.0,5-2,
Patrick Cutchember,Devan Hendricks,Clarion,Bellarmine,Jr.,RS So.,184,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931599132,1.0,5-4,
Codei Khawaja,Patrick Cutchember,Michigan,Clarion,RS So.,Jr.,184,Sudden Victory - 3,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931768132,1.0,8-5,
Adrian Gacek,Vitali Daniels,Clarion,Edinboro,So.,Fr.,184,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931684132,1.0,,96
Ayden Miller,Stefan Matteo Noronha,Clarion,Unrostered,Sr.,,184,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931604132,1.0,17-1,324
Tyler Bienus,Patrick Cutchember,Bucknell,Clarion,Fr.,Jr.,184,Sudden Victory - 3,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931530132,1.0,4-1,
Eli Makel,Seth Ross,Edinboro,Clarion,So.,So.,197,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931606132,1.0,,76
Justyn Briscoe,Seth Ross,Pitt-Johnstown,Clarion,Jr.,So.,197,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931779132,1.0,11-3,
Ethan Wiant,Cayaen Smith,Clarion,Ohio State,RS Fr.,Fr.,197,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931517132,1.0,4-1,
Ethan Wiant,Kolby Flank,Clarion,Bloomsburg,RS Fr.,Jr.,197,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931778132,1.0,4-1,
Kolby Flank,Connor Jacobs,Bloomsburg,Clarion,Jr.,So.,197,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931595132,1.0,15-4,
Mason Rebuck,Connor Jacobs,Bloomsburg,Clarion,So.,So.,197,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931658132,1.0,12-0,
Mason Ellis,Ethan Wiant,Unrostered- Washington PA,Clarion,,RS Fr.,197,Default,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931479132,1.0,,250
Brad Morrison,Ethan Wiant,Unattached- UPJ,Clarion,,RS Fr.,197,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931673132,1.0,6-0,
Spencer Lanosga,Austin Chapman,Unrostered-Navy WC,Clarion,,RS Fr.,285,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931425132,1.0,5-0,
Austin Chapman,Dzhabrail Khurshidov,Clarion,Michigan,RS Fr.,RS Jr.,285,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931471132,1.0,4-2,
Austin Chapman,Thadd Huff,Clarion,Bellarmine,RS Fr.,Jr.,285,Sudden Victory - 3,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931584132,1.0,4-1,
Keegan Nugent,John Meyers,Michigan,Clarion,RS Jr.,RS Fr.,285,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931426132,1.0,4-0,
Cash Henderson,Lucas Thomas,Unrostered- Spartan Combat RTC,Clarion,,Fr.,285,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931514132,1.0,13-5,
Lucas Thomas,Mustafa Woodi,Clarion,Pittsburgh,Fr.,Fr.,285,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931590132,1.0,9-3,
Aden Roe,Lucas Thomas,Edinboro,Clarion,So.,Fr.,285,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931772132,1.0,,200
Austin Chapman,Tyler McCatharn,Clarion,Bloomsburg,RS Fr.,Jr.,285,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931506132,1.0,7-1,
Magnus Bibla,Austin Chapman,Buffalo,Clarion,So.,RS Fr.,285,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931758132,1.0,7-4,
John Meyers,Cash Henderson,Clarion,Unrostered- Spartan Combat RTC,RS Fr.,,285,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931472132,1.0,6-3,
Mike  Misita,John Meyers,Ohio State,Clarion,Sr.,RS Fr.,285,Disqualified,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931511132,1.0,,376
John Meyers,Tyler McCatharn,Clarion,Bloomsburg,RS Fr.,Jr.,285,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931667132,1.0,10-1,
John Meyers,Lance Trost,Clarion,Michigan,RS Fr.,RS So.,285,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931769132,1.0,4-2,
Maximilian Leete,Scott Johnson,American,Clarion,Sr.,So.,133,Medical FF w/Loss,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931507132,1.0,,
Mason Prinkey,Kade Kluce,Clarion,Bloomsburg,Sr.,Fr.,133,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8092401132,20241103,20241103,1730592000000,57931503132,1.0,13-1,
Coen Bainey,Weston Pisarchick,American,Clarion,So.,Fr.,125,Decision,,,Varsity,vs. American,Dual,dual,8091393132,202411101800,202411101800,1731261600000,57483094132,1.0,4-3,
Shamil Kalmatov,Mason Prinkey,American,Clarion,Sr.,Sr.,133,Decision,,,Varsity,vs. American,Dual,dual,8091393132,202411101800,202411101800,1731261600000,57483095132,1.0,9-6,
Gianni Silvestri,Cael McIntyre,Clarion,American,Fr.,So.,141,Decision,,,Varsity,vs. American,Dual,dual,8091393132,202411101800,202411101800,1731261600000,57483096132,1.0,8-5,
Kyle Schickel,Gage Owen,Clarion,American,Sr.,So.,149,Decision,,,Varsity,vs. American,Dual,dual,8091393132,202411101800,202411101800,1731261600000,57483097132,1.0,5-3,
Jack Nies,Alejandro Herrera-Rondon,American,Clarion,RS Sr.,Sr.,157,Sudden Victory - 1,,,Varsity,vs. American,Dual,dual,8091393132,202411101800,202411101800,1731261600000,57483098132,1.0,7-4,
Kaden Milheim,John Altieri,American,Clarion,So.,Sr.,165,Major Decision,,,Varsity,vs. American,Dual,dual,8091393132,202411101800,202411101800,1731261600000,57483099132,1.0,13-1,
John Worthing,Caleb Campos,Clarion,American,RS Sr.,Jr.,174,Fall,,,Varsity,vs. American,Dual,dual,8091393132,202411101800,202411101800,1731261600000,57483100132,1.0,,159
Adrian Gacek,Lucas White,Clarion,American,So.,RS Jr.,184,Decision,,,Varsity,vs. American,Dual,dual,8091393132,202411101800,202411101800,1731261600000,57483101132,1.0,6-3,
Liam Volk-Klos,Connor Jacobs,American,Clarion,Jr.,So.,197,Fall,,,Varsity,vs. American,Dual,dual,8091393132,202411101800,202411101800,1731261600000,57483102132,1.0,,299
Austin Chapman,William Jarrell,Clarion,American,RS Fr.,RS So.,285,Decision,,,Varsity,vs. American,Dual,dual,8091393132,202411101800,202411101800,1731261600000,57483103132,1.0,4-3,
Tyler Dekraker,Joey Fischer,Unattached,Clarion,,Sr.,133,Decision,,,Varsity,Shorty Hitchcock Memorial Open,Shorty Hitchcock Memorial Open,tournament,8164967132,20241116,20241116,1731715200000,58289161132,1.0,5-3,
Joey Fischer,Brian Melamud,Clarion,Felician,Sr.,Fr.,133,Decision,,,Varsity,Shorty Hitchcock Memorial Open,Shorty Hitchcock Memorial Open,tournament,8164967132,20241116,20241116,1731715200000,58289245132,1.0,3-1,
Joey Fischer,Andrew Binni,Clarion,Navy,Sr.,,133,Major Decision,,,Varsity,Shorty Hitchcock Memorial Open,Shorty Hitchcock Memorial Open,tournament,8164967132,20241116,20241116,1731715200000,58289441132,1.0,17-7,
Joey Fischer,Musa Tamaradze,Clarion,New York Military,Sr.,,133,Decision,,,Varsity,Shorty Hitchcock Memorial Open,Shorty Hitchcock Memorial Open,tournament,8164967132,20241116,20241116,1731715200000,58289557132,1.0,4-1,
Robert Gardner,Mark Gallo,Clarion,Camden County College,Jr.,Fr.,133,Fall,,,Varsity,Shorty Hitchcock Memorial Open,Shorty Hitchcock Memorial Open,tournament,8164967132,20241116,20241116,1731715200000,58289575132,1.0,,32
Joey Fischer,Timothy Levine,Clarion,Penn State,Sr.,Sr.,133,Tie Breaker - 2 (Riding Time),,,Varsity,Shorty Hitchcock Memorial Open,Shorty Hitchcock Memorial Open,tournament,8164967132,20241116,20241116,1731715200000,58289097132,1.0,5-2,
Evan Thompson,Robert Gardner,East Stroudsburg,Clarion,Fr.,Jr.,133,Decision,,,Varsity,Shorty Hitchcock Memorial Open,Shorty Hitchcock Memorial Open,tournament,8164967132,20241116,20241116,1731715200000,58307113132,1.0,4-1,
