winner_name_raw,loser_name_raw,winner_school_raw,loser_school_raw,winner_class_year_raw,loser_class_year_raw,weight_class,victory_type,round_label,round_sort_key,level,event_name,event_series_name,event_type,event_id_external,date_start_raw,date_end_raw,occurred_at,source_match_id,extraction_confidence,score,time_seconds
Travis Clawson,Brycen Arbogast,Clarion,Edinboro,So.,So.,125,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853752132,1.0,21-4,392
Nikos Filipos,Easton Mull,Unrostered NAPS,Clarion,,Fr.,125,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854099132,1.0,15-7,
Anthony Knox,Travis Clawson,Unrostered- Spartan Combat RTC,Clarion,,So.,125,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853706132,1.0,21-6,360
Tucker Owens,Travis Clawson,Air Force,Clarion,Sr.,So.,125,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853828132,1.0,17-16,
Travis Clawson,Jaxson Rosselli,Clarion,Pittsburgh,So.,RS Fr.,125,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854007132,1.0,6-4,
Travis Clawson,Micah Medina,Clarion,Bellarmine,So.,Jr.,125,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854109132,1.0,,415
Porter Matecki,Easton Mull,SIU Edwardsville,Clarion,So.,Fr.,125,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853990132,1.0,9-0,
Benjamin Fuller,Dylan Kadish,Edinboro,Clarion,Fr.,Fr.,133,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853882132,1.0,11-2,
Diego Stropko,Aiden Beimel,Unrostered,Clarion,,Fr.,133,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853818132,1.0,23-7,400
Aiden Beimel,Liam Montgomery,Clarion,Unrostered,Fr.,,133,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853890132,1.0,15-4,
Jacob Jones,Colton Wade,Air Force,Clarion,So.,Fr.,133,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853891132,1.0,14-1,
Tyler Ferrara,Joey Fischer,Cornell,Clarion,So.,RS Fr.,133,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853729132,1.0,11-3,
Joey Fischer,Bubba Wright,Clarion,Air Force,RS Fr.,Jr.,133,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853829132,1.0,6-0,
Joey Fischer,Benjamin Fuller,Clarion,Edinboro,RS Fr.,Fr.,133,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853996132,1.0,18-2,327
Joey Fischer,Troy Guerra,Clarion,Buffalo,RS Fr.,RS So.,133,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854098132,1.0,6-1,
Jack Silfies,Peyton Costa,Unrostered,Clarion,,So.,133,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853885132,1.0,8-0,
Marcel Lopez,Dylan Kadish,SIU Edwardsville,Clarion,Sr.,Fr.,133,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854095132,1.0,11-1,
Bubba Wright,Aiden Beimel,Air Force,Clarion,Jr.,Fr.,133,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854085132,1.0,14-0,
Tyler Ferrara,Colton Wade,Cornell,Clarion,So.,Fr.,133,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854089132,1.0,,332
Isaiah Cortez,Joey Fischer,Unrostered- Spartan Combat RTC,Clarion,,RS Fr.,133,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853672132,1.0,5-1,
Dominic Deputy,Peyton Costa,Unrostered - Orchard,Clarion,,So.,133,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853989132,1.0,16-0,125
Carter Nogle,Isaac Williams,Air Force,Clarion,So.,So.,141,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854056132,1.0,,56
CJ Carr,Jack Martinec,Lock Haven,Clarion,So.,Sr.,141,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853879132,1.0,10-8,
Danny Martinez,Jack Martinec,SIU Edwardsville,Clarion,Jr.,Sr.,141,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853982132,1.0,15-0,242
Jack Martinec,Niko Ferra,Clarion,Seton Hill,Sr.,Jr.,141,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854079132,1.0,11-2,
Kaden Allen,Scott Johnson,Unrostered NAPS,Clarion,,Jr.,141,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853751132,1.0,18-1,321
Alec Peralta,Scott Johnson,SIU Edwardsville,Clarion,Sr.,Jr.,141,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853813132,1.0,4-2,
Scott Johnson,Christian Ford,Clarion,Unrostered,Jr.,,141,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853985132,1.0,18-3,420
Scott Johnson,CJ Carr,Clarion,Lock Haven,Jr.,So.,141,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854084132,1.0,14-1,
Foster Cardinale,Isaac Williams,Cornell,Clarion,Jr.,So.,141,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853968132,1.0,11-1,
Gianni Silvestri,Talan Mizenko,Buffalo,Clarion,So.,Fr.,141,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853877132,1.0,5-0,
Trey Wagner,Talan Mizenko,Unrostered - NAWC,Clarion,,Fr.,141,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853991132,1.0,11-3,
Talan Mizenko,Nevin Hayes,Clarion,Unrostered - Funky Monkey,Fr.,,141,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854060132,1.0,14-8,
Maddox Shaw,David McClelland,Ohio State,Clarion,Fr.,Jr.,149,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854113132,1.0,,82
Connor Eck,Nate Higley,Clarion,Bellarmine,RS Fr.,RS Sr.,149,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853805132,1.0,,240
Connor Eck,Evan Boblits,Clarion,Unrostered,RS Fr.,,149,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853862132,1.0,3-1,
Bryce Shelton,Connor Eck,Air Force,Clarion,Sr.,RS Fr.,149,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853965132,1.0,9-4,
Connor Eck,Yehia Abdelrahman,Clarion,Seton Hill,RS Fr.,Fr.,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854061132,1.0,17-2,329
Oliver Fairchild,Mac Calavitta,Clarion,Cornell,Jr.,So.,149,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854003132,1.0,5-3,
Lincoln Gregersen,Oliver Fairchild,Air Force,Clarion,So.,Jr.,149,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854067132,1.0,,160
Oliver Fairchild,Rocco Luciano,Clarion,Unrostered- Spire,Jr.,,149,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854103132,1.0,14-4,
Daxton Chase,Michael Kersey,Ohio State,Clarion,So.,Fr.,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853884132,1.0,18-3,367
Sam Ewing,Michael Kersey,Buffalo,Clarion,RS So.,Fr.,149,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853977132,1.0,,41
Matt Smith,David Hardimon,Clarion,Unrostered NAPS,Fr.,,149,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853959132,1.0,,135
Matt Smith,Rocco Luciano,Clarion,Unrostered- Spire,Fr.,,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854019132,1.0,17-0,322
Zac Cowan,Matt Smith,Bellarmine,Clarion,RS Fr.,Fr.,149,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854058132,1.0,5-0,
Matt Smith,Mac Calavitta,Clarion,Cornell,Fr.,So.,149,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854108132,1.0,7-2,
Jack Marlow,David McClelland,Pittsburgh,Clarion,RS Fr.,Jr.,149,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853868132,1.0,14-4,
David McClelland,Codreanu Vlad,Clarion,Unrostered,Jr.,,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853964132,1.0,15-0,145
David McClelland,Dominic ferraro,Clarion,Edinboro,Jr.,Fr.,149,Medical Forfeit,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854013132,1.0,,
Sam Ewing,Connor Eck,Buffalo,Clarion,RS So.,RS Fr.,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853736132,1.0,18-1,285
Nate Higley,Oliver Fairchild,Bellarmine,Clarion,RS Sr.,Jr.,149,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853869132,1.0,,228
Oliver Fairchild,Jordan Rutan,Clarion,Unrostered,Jr.,,149,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853956132,1.0,16-3,
Michael Kersey,Ian O`Shea,Clarion,Unrostered - Muddawg WC,Fr.,,149,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854057132,1.0,15-1,
Maddox Shaw,Matt Smith,Ohio State,Clarion,Fr.,Fr.,149,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853878132,1.0,19-4,221
Talan Hubbard,Jack Tongel,Clarion,Pittsburgh,Fr.,So.,157,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854054132,1.0,18-5,
Kaleb Burgess,Cody Hamilton,Buffalo,Clarion,RS Sr.,Fr.,157,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853679132,1.0,5-2,
Benny Rogers,Cody Hamilton,Cornell,Clarion,Jr.,Fr.,157,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853793132,1.0,18-3,330
Cody Hamilton,Steven Villalobos,Clarion,Bellarmine,Fr.,RS Sr.,157,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853952132,1.0,,136
Wesley Barnes,Reece Bechakas,Clarion,Clarion,Jr.,So.,157,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853870132,1.0,17-2,333
Holden Huhn,Wesley Barnes,Gannon,Clarion,,Jr.,157,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853955132,1.0,4-1,
Wesley Barnes,PJ Murphy,Clarion,SIU Edwardsville,Jr.,So.,157,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854045132,1.0,5-1,
jeb prechtel,Reece Bechakas,Bellarmine,Clarion,Jr.,So.,157,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854059132,1.0,,214
Kaleb Burgess,Talan Hubbard,Buffalo,Clarion,RS Sr.,Fr.,157,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853865132,1.0,,37
Brandon Cannon,Talan Hubbard,Ohio State,Clarion,Jr.,Fr.,157,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853958132,1.0,,146
Cody Hamilton,PJ Murphy,Clarion,SIU Edwardsville,Fr.,So.,157,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853730132,1.0,7-6,
Cody Hamilton,Peyton Park,Clarion,Unrostered Bull Trained,Fr.,,157,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854049132,1.0,5-2,
Matthew Staples,Wesley Barnes,Unrostered - Midwest Regional Training Center,Clarion,,Jr.,157,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853737132,1.0,6-3,
Wesley Barnes,Hayden Whidden,Clarion,SIU Edwardsville,Jr.,Jr.,157,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853798132,1.0,4-2,
Alejandro Herrera-Rondon,Chandler Ho,Clarion,Clarion,RS Fr.,RS Fr.,165,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853860132,1.0,11-2,
Chandler Ho,Konstantin Khaspekian,Clarion,Unrostered - Funky Monkey,RS Fr.,,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853944132,1.0,8-1,
Brock Woodcock,Alejandro Herrera-Rondon,SIU Edwardsville,Clarion,Jr.,RS Fr.,165,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853741132,1.0,15-0,180
Alejandro Herrera-Rondon,Alaa Aly,Clarion,Edinboro,RS Fr.,So.,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853780132,1.0,7-3,
Jayden James,Sawyer Ayotte,Unrostered - KD Trained,Clarion,,Fr.,165,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853792132,1.0,,75
Sawyer Ayotte,Damon Michaels,Clarion,Edinboro,Fr.,So.,165,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853852132,1.0,,15
e`Than Birden,Jaden Wehler,Ohio State,Clarion,So.,Fr.,165,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854043132,1.0,21-4,234
Kelin Laffey,Coy Bryson,Buffalo,Clarion,RS Jr.,Fr.,165,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853853132,1.0,9-0,
Coy Bryson,Joshua Spontak,Clarion,Unrostered,Fr.,,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853939132,1.0,9-5,
Paddy Gallagher,Chandler Ho,Ohio State,Clarion,RS Fr.,RS Fr.,165,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854052132,1.0,17-2,147
Evan Petrovich,Alejandro Herrera-Rondon,Pittsburgh,Clarion,Fr.,RS Fr.,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853945132,1.0,3-2,
Alejandro Herrera-Rondon,Josh Palacio,Clarion,Air Force,RS Fr.,So.,165,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854025132,1.0,13-0,
Sawyer Ayotte,Pat Downing,Clarion,Ohio State,Fr.,Jr.,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853929132,1.0,6-3,
Brock Woodcock,Sawyer Ayotte,SIU Edwardsville,Clarion,Jr.,Fr.,165,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854044132,1.0,15-0,273
Jayden James,Jaden Wehler,Unrostered - KD Trained,Clarion,,Fr.,165,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853936132,1.0,22-4,133
Damon Michaels,Coy Bryson,Edinboro,Clarion,So.,Fr.,165,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854035132,1.0,5-1,
Gabe Lilly,jackson Koppers,Clarion,Edinboro,Fr.,Fr.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853774132,1.0,8-3,
Benjamin Smith,John Altieri,Unrostered - EAP,Clarion,,RS Fr.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853718132,1.0,10-7,
Benjamin Smith,Gabe Lilly,Unrostered - EAP,Clarion,,Fr.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853678132,1.0,6-4,
Gabe Lilly,Gunner Cramblett,Clarion,Air Force,Fr.,Fr.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853725132,1.0,7-1,
Gabe Lilly,Patrick Cutchember,Clarion,Clarion,Fr.,Sr.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853845132,1.0,7-6,
Benjamin Smith,Gabe Lilly,Unrostered - EAP,Clarion,,Fr.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854030132,1.0,10-4,
John Altieri,Gavin Cole,Clarion,Unrostered NAPS,RS Fr.,,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853776132,1.0,9-3,
John Altieri,Collin Hearn,Clarion,Seton Hill,RS Fr.,Jr.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853855132,1.0,8-1,
Rafael Knapp,John Altieri,Buffalo,Clarion,RS So.,RS Fr.,174,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853919132,1.0,11-8,
John Altieri,Charlie Foster,Clarion,Onondaga Community College,RS Fr.,So.,174,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854026132,1.0,11-0,
Bode Marlow,Patrick Cutchember,Pittsburgh,Clarion,Fr.,Sr.,174,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853921132,1.0,18-9,
Adrian Gacek,Deron Pulliam,Clarion,SIU Edwardsville,Jr.,RS Sr.,184,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853648132,1.0,4-2,
Adrian Gacek,Reese Spiro,Clarion,Unrostered - EAP,Jr.,,184,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853673132,1.0,0-0,
Adrian Gacek,Kyle Gallo,Clarion,Unrostered - Funky Monkey,Jr.,,184,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853716132,1.0,,13
Marcus Petite,Adrian Gacek,Buffalo,Clarion,RS Sr.,Jr.,184,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853771132,1.0,2-1,
Adrian Gacek,Daniel Gurovich,Clarion,Pittsburgh,Jr.,Jr.,184,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853913132,1.0,21-5,217
Adrian Gacek,Carson Crace,Clarion,Cornell,Jr.,So.,184,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854011132,1.0,12-3,
Carson Crace,Deegan Ross,Cornell,Clarion,So.,Jr.,184,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853836132,1.0,20-5,399
Matt Furman,Deegan Ross,Cornell,Clarion,So.,Jr.,184,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853922132,1.0,5-4,
Owen Heiser,Ethan Finch,Air Force,Clarion,Jr.,RS Fr.,197,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853710132,1.0,16-0,180
Karson Tompkins,Ethan Finch,Air Force,Clarion,Fr.,RS Fr.,197,Major Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853775132,1.0,10-0,
Ethan Finch,Darrius Montgomery,Clarion,Unrostered - Funky Monkey,RS Fr.,,197,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853916132,1.0,,247
Ethan Finch,Trey Darmody-Latham,Clarion,Onondaga Community College,RS Fr.,So.,197,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854015132,1.0,,156
evan grazzini,Carson Neely,Bellarmine,Clarion,Jr.,Fr.,285,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853833132,1.0,7-2,
Rylan Kuhn,Carson Neely,Air Force,Clarion,Fr.,Fr.,285,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67854016132,1.0,,160
Cash Henderson,John Meyers,Cornell,Clarion,Fr.,RS So.,285,Sudden Victory - 3,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853756132,1.0,4-1,
John Meyers,Magnus Bibla,Clarion,Buffalo,RS So.,Jr.,285,Decision,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853897132,1.0,4-1,
Rocco Dellagata,Lucas Thomas,Unrostered- Spartan Combat RTC,Clarion,,So.,285,Technical Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853907132,1.0,16-1,300
evan grazzini,Lucas Thomas,Bellarmine,Clarion,Jr.,So.,285,Fall,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853757132,1.0,,133
Rylan Kuhn,John Meyers,Air Force,Clarion,Fr.,RS So.,285,Medical FF w/Loss,,,Varsity,Clarion Open,Clarion Open,tournament,8703899132,20251102,20251102,1762041600000,67853734132,1.0,,
Travis Clawson,Colby  McBride,Clarion,Appalachian State,So.,Sr.,125,Decision,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111847132,1.0,5-2,
Travis Clawson,Jack Bergmann,Clarion,Navy,So.,So.,125,Decision,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68112074132,1.0,11-6,
Travis Clawson,Sulayman Bah,Clarion,Columbia,So.,Jr.,125,Fall,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111691132,1.0,,298
Evin Gursoy,Joey Fischer,Columbia,Clarion,Fr.,RS Fr.,133,Fall,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111702132,1.0,,236
Jake Crapps,Joey Fischer,Army West Point,Clarion,RS Fr.,RS Fr.,133,Fall,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111840132,1.0,,419
Evan Mougalian,Joey Fischer,Pennsylvania,Clarion,Jr.,RS Fr.,133,Major Decision,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111980132,1.0,12-4,
Chris Betancourt,Dylan Kadish,LIU,Clarion,RS Sr.,Fr.,133,Decision,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111628132,1.0,8-5,
John King,Dylan Kadish,Duke,Clarion,So.,Fr.,133,Decision,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111888132,1.0,8-5,
Ryan Hartung,Jack Martinec,Binghamton,Clarion,Jr.,Sr.,141,Decision,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111872132,1.0,7-2,
Jack Martinec,Michael Giugliano,Clarion,Bloomsburg,Sr.,So.,141,Medical Forfeit,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68112030132,1.0,,
Jack Martinec,Anthony Cadicina,Clarion,Sacred Heart,Sr.,So.,141,Technical Fall,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68112037132,1.0,19-4,201
Scott Johnson,Josias Daniels,Clarion,Sacred Heart,Jr.,Fr.,141,Technical Fall,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68112034132,1.0,16-1,88
Scott Johnson,Clayton Gabrielson,Clarion,Maryland,Jr.,Jr.,141,Decision,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111767132,1.0,10-5,
Scott Johnson,Nicholas Vafiadis,Clarion,Navy,Jr.,Jr.,141,Decision,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111875132,1.0,7-2,
Shane Reilly,Oliver Fairchild,Army West Point,Clarion,Fr.,Jr.,149,Decision,,,Varsity,2025 Journeymen Collegiate Classic,2025 Journeymen Collegiate Classic,tournament,8708922132,20251109,20251109,1762646400000,68111758132,1.0,5-2,
