"source_index","record_type","primary_id","event_id","dual_id","format_code","format_label","start_date","end_date","event_name","location_state","tournament_system","tournament_id","winner_side","winner_team_id","winner_team_name","team_1_id","team_1_name","team_1_state","team_1_score","team_2_id","team_2_name","team_2_state","team_2_score","season_id","results_url_template"
"10","tournament_event","6220123132","6220123132","","I","individual","2022-03-04","2022-03-05","MAC Championships","OH","P","655295132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6220123132&teamId={TEAM_ID}"
"11","tournament_event","6426971132","6426971132","","I","individual","2022-03-05","2022-03-05","2022 Southern Conference Championship","NC","P","648217132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6426971132&teamId={TEAM_ID}"
"12","tournament_event","6427280132","6427280132","","I","individual","2022-02-26","2022-02-27","NCAA DIII Regional Mideast","IN","P","602365132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427280132&teamId={TEAM_ID}"
"13","tournament_event","6427282132","6427282132","","I","individual","2022-02-26","2022-02-27","NCAA DIII Regional Northeast","MA","P","602363132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427282132&teamId={TEAM_ID}"
"14","tournament_event","6427271132","6427271132","","I","individual","2022-02-26","2022-02-27","NCAA DIII Regional Lower Midwest","IA","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427271132&teamId={TEAM_ID}"
"15","standalone_dual","6542040132","","6542040132","","standalone_dual","2022-02-27","2022-02-27","Davidson vs Presbyterian College","NC","","","1","1155552138","Davidson","1155552138","Davidson","NC","26","1155725138","Presbyterian College","SC","11","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6542040132&teamId={TEAM_ID}"
"16","tournament_event","6573441132","6573441132","","I","individual","2022-02-26","2022-02-26","2022 NCWA WCC CHAMPIONSHIPS","NV","O","664080132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6573441132&teamId={TEAM_ID}"
"17","tournament_event","6427269132","6427269132","","I","individual","2022-02-25","2022-02-26","NCAA DIII Regional Southeast","IN","P","602360132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427269132&teamId={TEAM_ID}"
"18","tournament_event","6497517132","6497517132","","I","individual","2022-02-25","2022-02-26","NCAA DIII Regional Lower Midwest","IA","P","602367132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6497517132&teamId={TEAM_ID}"
"19","tournament_event","6427620132","6427620132","","I","individual","2022-02-26","2022-02-26","NCAA DII Super Regional II","NC","P","632765132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427620132&teamId={TEAM_ID}"
"20","tournament_event","6504107132","6504107132","","I","individual","2022-02-26","2022-02-26","2022 NCWA Great Lakes Tournament","OH","O","655216132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6504107132&teamId={TEAM_ID}"
"21","tournament_event","6427268132","6427268132","","I","individual","2022-02-25","2022-02-26","NCAA DIII Regional Central","IN","P","602362132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427268132&teamId={TEAM_ID}"
"22","tournament_event","6427614132","6427614132","","I","individual","2022-02-26","2022-02-26","NCAA DII Super Regional III","WV","P","632763132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427614132&teamId={TEAM_ID}"
"23","tournament_event","6427616132","6427616132","","I","individual","2022-02-26","2022-02-26","NCAA DII Super Regional IV","MO","P","632762132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427616132&teamId={TEAM_ID}"
"24","tournament_event","6427617132","6427617132","","I","individual","2022-02-26","2022-02-26","NCAA DII Super Regional V","MN","P","632761132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427617132&teamId={TEAM_ID}"
"25","tournament_event","6427270132","6427270132","","I","individual","2022-02-25","2022-02-26","NCAA DIII Regional Upper Midwest","IN","P","602359132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427270132&teamId={TEAM_ID}"
"26","tournament_event","6427612132","6427612132","","I","individual","2022-02-26","2022-02-26","NCAA DII Super Regional I","PA","P","632764132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427612132&teamId={TEAM_ID}"
"27","tournament_event","6427619132","6427619132","","I","individual","2022-02-26","2022-02-26","NCAA DII Super Regional VI","CO","P","632760132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6427619132&teamId={TEAM_ID}"
"28","standalone_dual","6217671132","","6217671132","","standalone_dual","2022-02-21","2022-02-21","Pitt-Bradford vs Penn State Behrend","PA","","","1","1155494138","Pitt-Bradford","1155494138","Pitt-Bradford","PA","41","1155744138","Penn State Behrend","PA","12","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6217671132&teamId={TEAM_ID}"
"29","standalone_dual","6215107132","","6215107132","","standalone_dual","2022-02-20","2022-02-20","Rutgers vs Columbia","NJ","","","1","1155660138","Rutgers","1155660138","Rutgers","NJ","21","1155546138","Columbia","NY","17","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6215107132&teamId={TEAM_ID}"
"30","standalone_dual","6231606132","","6231606132","","standalone_dual","2022-02-20","2022-02-20","Indiana vs Chattanooga","IN","","","2","1155535138","Chattanooga","1155574138","Indiana","IN","15","1155535138","Chattanooga","TN","21","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6231606132&teamId={TEAM_ID}"
"31","standalone_dual","6216665132","","6216665132","","standalone_dual","2022-02-20","2022-02-20","George Mason vs Cleveland State","VA","","","2","1155538138","Cleveland State","1155567138","George Mason","VA","15","1155538138","Cleveland State","OH","22","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6216665132&teamId={TEAM_ID}"
"32","standalone_dual","6216330132","","6216330132","","standalone_dual","2022-02-20","2022-02-20","Penn State vs Rider","PA","","","1","1155649138","Penn State","1155649138","Penn State","PA","45","1155657138","Rider","NJ","0","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6216330132&teamId={TEAM_ID}"
"33","standalone_dual","6215641132","","6215641132","","standalone_dual","2022-02-20","2022-02-20","Oklahoma State vs Oklahoma","OK","","","1","1155642138","Oklahoma State","1155642138","Oklahoma State","OK","18","1155641138","Oklahoma","OK","16","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6215641132&teamId={TEAM_ID}"
"34","standalone_dual","6215181132","","6215181132","","standalone_dual","2022-02-20","2022-02-20","Franklin & Marshall vs Hofstra","PA","","","2","1155571138","Hofstra","1155564138","Franklin & Marshall","PA","11","1155571138","Hofstra","NY","22","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6215181132&teamId={TEAM_ID}"
"35","standalone_dual","6225127132","","6225127132","","standalone_dual","2022-02-20","2022-02-20","American vs Pennsylvania","DC","","","2","1155650138","Pennsylvania","1155505138","American","DC","7","1155650138","Pennsylvania","PA","36","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6225127132&teamId={TEAM_ID}"
"36","standalone_dual","6217561132","","6217561132","","standalone_dual","2022-02-20","2022-02-20","Edinboro vs Bloomsburg","PA","","","2","1155518138","Bloomsburg","1155558138","Edinboro","PA","14","1155518138","Bloomsburg","PA","29","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6217561132&teamId={TEAM_ID}"
"37","standalone_dual","6572504132","","6572504132","","standalone_dual","2022-02-20","2022-02-20","NC State vs Virginia Tech","NC","","","1","1155626138","NC State","1155626138","NC State","NC","21","1155690138","Virginia Tech","VA","10","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6572504132&teamId={TEAM_ID}"
"38","standalone_dual","6215995132","","6215995132","","standalone_dual","2022-02-20","2022-02-20","Brown vs Sacred Heart","RI","","","1","1155521138","Brown","1155521138","Brown","RI","35","1155661138","Sacred Heart","CT","11","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6215995132&teamId={TEAM_ID}"
"39","standalone_dual","6232312132","","6232312132","","standalone_dual","2022-02-20","2022-02-20","Nebraska vs Iowa","NE","","","2","1155576138","Iowa","1155619138","Nebraska","NE","15","1155576138","Iowa","IA","20","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6232312132&teamId={TEAM_ID}"
"40","standalone_dual","6219350132","","6219350132","","standalone_dual","2022-02-20","2022-02-20","Central Michigan vs Michigan","MI","","","2","1155604138","Michigan","1155531138","Central Michigan","MI","12","1155604138","Michigan","MI","28","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6219350132&teamId={TEAM_ID}"
"41","standalone_dual","6219787132","","6219787132","","standalone_dual","2022-02-20","2022-02-20","South Dakota State vs North Dakota State","SD","","","1","1155667138","South Dakota State","1155667138","South Dakota State","SD","32","1155629138","North Dakota State","ND","3","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6219787132&teamId={TEAM_ID}"
"42","standalone_dual","6216755132","","6216755132","","standalone_dual","2022-02-20","2022-02-20","Stanford vs Oregon State","CA","","","2","1155646138","Oregon State","1155675138","Stanford","CA","9","1155646138","Oregon State","OR","30","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6216755132&teamId={TEAM_ID}"
"43","tournament_event","6504524132","6504524132","","I","individual","2022-02-20","2022-02-20","NJCAA Region 13 National Qualifier","MN","P","655243132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6504524132&teamId={TEAM_ID}"
"44","standalone_dual","6216413132","","6216413132","","standalone_dual","2022-02-20","2022-02-20","The Citadel vs VMI","SC","","","1","1155679138","The Citadel","1155679138","The Citadel","SC","32","1155691138","VMI","VA","5","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6216413132&teamId={TEAM_ID}"
"45","tournament_event","6230118132","6230118132","","I","individual","2022-02-20","2022-02-20","Mideast Futures","PA","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6230118132&teamId={TEAM_ID}"
"46","tournament_event","6573065132","6573065132","","I","individual","2022-02-20","2022-02-20","Stanford ECM","CA","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6573065132&teamId={TEAM_ID}"
"47","tournament_event","6507391132","6507391132","","I","individual","2022-02-20","2022-02-20","Last Chance Open- UVU","UT","O","655406132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6507391132&teamId={TEAM_ID}"
"48","standalone_dual","6573070132","","6573070132","","standalone_dual","2022-02-20","2022-02-20","Presbyterian College vs Appalachian State","SC","","","2","1155507138","Appalachian State","1155725138","Presbyterian College","SC","0","1155507138","Appalachian State","NC","46","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6573070132&teamId={TEAM_ID}"
"49","tournament_event","6215136132","6215136132","","D","dual_tournament","2022-02-20","2022-02-20","SIUE & Cal Baptist @ NIU","IL","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6215136132&teamId={TEAM_ID}"
"50","tournament_event","6508787132","6508787132","","I","individual","2022-02-20","2022-02-20","Dubuque Invite","IA","O","659789132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6508787132&teamId={TEAM_ID}"
"51","tournament_event","6227239132","6227239132","","I","individual","2022-02-20","2022-02-20","NEWA FUTURES","RI","O","659703132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6227239132&teamId={TEAM_ID}"
"52","standalone_dual","6219403132","","6219403132","","standalone_dual","2022-02-20","2022-02-20","Wisconsin vs Cornell","WI","","","1","1155705138","Wisconsin","1155705138","Wisconsin","WI","19","1155549138","Cornell","NY","16","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6219403132&teamId={TEAM_ID}"
"53","tournament_event","6483729132","6483729132","","D","dual_tournament","2022-02-20","2022-02-20","Air Force vs. Northern Colorado","CO","T","653984132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6483729132&teamId={TEAM_ID}"
"54","tournament_event","6230296132","6230296132","","I","individual","2022-02-20","2022-02-20","Last Chance","IA","O","648553132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6230296132&teamId={TEAM_ID}"
"55","tournament_event","6572954132","6572954132","","D","dual_tournament","2022-02-19","2022-02-19","ECM`s American & Penn","DC","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6572954132&teamId={TEAM_ID}"
"56","standalone_dual","6217005132","","6217005132","","standalone_dual","2022-02-19","2022-02-19","Stanford vs Cal Poly","CA","","","1","1155675138","Stanford","1155675138","Stanford","CA","23","1155525138","Cal Poly","CA","14","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6217005132&teamId={TEAM_ID}"
"57","tournament_event","6217932132","6217932132","","D","dual_tournament","2022-02-19","2022-02-19","Trinity Tri-Meet","CT","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6217932132&teamId={TEAM_ID}"
"58","tournament_event","6510838132","6510838132","","I","individual","2022-02-19","2022-02-19","Virginia ECM Round Robin","VA","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6510838132&teamId={TEAM_ID}"
"59","standalone_dual","6219809132","","6219809132","","standalone_dual","2022-02-19","2022-02-19","LIU vs Sacred Heart","NY","","","1","1155719138","LIU","1155719138","LIU","NY","26","1155661138","Sacred Heart","CT","15","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6219809132&teamId={TEAM_ID}"
"60","tournament_event","6541969132","6541969132","","I","individual","2022-02-19","2022-02-19","Virginia ECM Round Robin","VA","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6541969132&teamId={TEAM_ID}"
"61","tournament_event","6572890132","6572890132","","I","individual","2022-02-19","2022-02-19","ECM`s American & Penn","DC","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6572890132&teamId={TEAM_ID}"
"62","standalone_dual","6217469132","","6217469132","","standalone_dual","2022-02-19","2022-02-19","Harvard vs Binghamton","MA","","","1","1155569138","Harvard","1155569138","Harvard","MA","19","1155517138","Binghamton","NY","17","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6217469132&teamId={TEAM_ID}"
"63","standalone_dual","6215084132","","6215084132","","standalone_dual","2022-02-19","2022-02-19","Ohio vs Buffalo","OH","","","2","1155524138","Buffalo","1155637138","Ohio","OH","10","1155524138","Buffalo","NY","25","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6215084132&teamId={TEAM_ID}"
"64","standalone_dual","6217284132","","6217284132","","standalone_dual","2022-02-19","2022-02-19","American vs Maryland","DC","","","2","1155597138","Maryland","1155505138","American","DC","12","1155597138","Maryland","MD","31","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6217284132&teamId={TEAM_ID}"
"65","standalone_dual","6221336132","","6221336132","","standalone_dual","2022-02-19","2022-02-19","Northwestern vs Purdue","IL","","","1","1155634138","Northwestern","1155634138","Northwestern","IL","20","1155655138","Purdue","IN","15","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6221336132&teamId={TEAM_ID}"
"66","standalone_dual","6215822132","","6215822132","","standalone_dual","2022-02-19","2022-02-19","Arizona State vs Lehigh","AZ","","","1","1155509138","Arizona State","1155509138","Arizona State","AZ","21","1155588138","Lehigh","PA","17","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6215822132&teamId={TEAM_ID}"
"67","standalone_dual","6572812132","","6572812132","","standalone_dual","2022-02-19","2022-02-19","Edinboro vs Clarion","PA","","","2","1155537138","Clarion","1155558138","Edinboro","PA","11","1155537138","Clarion","PA","26","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6572812132&teamId={TEAM_ID}"
"68","standalone_dual","6413755132","","6413755132","","standalone_dual","2022-02-19","2022-02-19","CSU Bakersfield vs Oregon State","CA","","","2","1155646138","Oregon State","1155551138","CSU Bakersfield","CA","4","1155646138","Oregon State","OR","39","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6413755132&teamId={TEAM_ID}"
"69","standalone_dual","6217312132","","6217312132","","standalone_dual","2022-02-18","2022-02-18","Bellarmine vs Chattanooga","KY","","","2","1155535138","Chattanooga","1155483138","Bellarmine","KY","0","1155535138","Chattanooga","TN","12","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6217312132&teamId={TEAM_ID}"
"70","standalone_dual","6226100132","","6226100132","","standalone_dual","2022-02-18","2022-02-18","Oklahoma State vs Bucknell","OK","","","1","1155642138","Oklahoma State","1155642138","Oklahoma State","OK","32","1155522138","Bucknell","PA","6","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6226100132&teamId={TEAM_ID}"
"71","standalone_dual","6219018132","","6219018132","","standalone_dual","2022-02-18","2022-02-18","Gardner-Webb vs Presbyterian College","NC","","","1","1155566138","Gardner-Webb","1155566138","Gardner-Webb","NC","28","1155725138","Presbyterian College","SC","7","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6219018132&teamId={TEAM_ID}"
"72","standalone_dual","6217256132","","6217256132","","standalone_dual","2022-02-18","2022-02-18","Duke vs Pittsburgh","NC","","","2","1155651138","Pittsburgh","1155556138","Duke","NC","12","1155651138","Pittsburgh","PA","33","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6217256132&teamId={TEAM_ID}"
"73","standalone_dual","6229408132","","6229408132","","standalone_dual","2022-02-18","2022-02-18","NC State vs North Carolina","NC","","","1","1155626138","NC State","1155626138","NC State","NC","25","1155625138","North Carolina","NC","12","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6229408132&teamId={TEAM_ID}"
"74","standalone_dual","6216313132","","6216313132","","standalone_dual","2022-02-18","2022-02-18","Drexel vs Rider","PA","","","1","1155554138","Drexel","1155554138","Drexel","PA","23","1155657138","Rider","NJ","17","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6216313132&teamId={TEAM_ID}"
"75","standalone_dual","6218495132","","6218495132","","standalone_dual","2022-02-18","2022-02-18","Navy vs Army West Point","MD","","","1","1155617138","Navy","1155617138","Navy","MD","22","1155510138","Army West Point","NY","9","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6218495132&teamId={TEAM_ID}"
"76","standalone_dual","6215255132","","6215255132","","standalone_dual","2022-02-18","2022-02-18","Davidson vs Appalachian State","NC","","","2","1155507138","Appalachian State","1155552138","Davidson","NC","6","1155507138","Appalachian State","NC","34","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6215255132&teamId={TEAM_ID}"
"77","standalone_dual","6215106132","","6215106132","","standalone_dual","2022-02-18","2022-02-18","Maryland vs Columbia","MD","","","1","1155597138","Maryland","1155597138","Maryland","MD","22","1155546138","Columbia","NY","15","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6215106132&teamId={TEAM_ID}"
"78","standalone_dual","6217051132","","6217051132","","standalone_dual","2022-02-18","2022-02-18","Michigan State vs Central Michigan","MI","","","1","1155605138","Michigan State","1155605138","Michigan State","MI","19","1155531138","Central Michigan","MI","17","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6217051132&teamId={TEAM_ID}"
"79","standalone_dual","6221264132","","6221264132","","standalone_dual","2022-02-18","2022-02-18","Rutgers vs Princeton","NJ","","","1","1155660138","Rutgers","1155660138","Rutgers","NJ","24","1155654138","Princeton","NJ","13","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6221264132&teamId={TEAM_ID}"
"80","tournament_event","6542047132","6542047132","","D","dual_tournament","2022-02-18","2022-02-18","GSC Duals","WV","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=6542047132&teamId={TEAM_ID}"
"81","standalone_dual","6215123132","","6215123132","","standalone_dual","2022-02-18","2022-02-18","SIU Edwardsville vs Kent State","IL","","","2","1155582138","Kent State","1155668138","SIU Edwardsville","IL","12","1155582138","Kent State","OH","29","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6215123132&teamId={TEAM_ID}"
"82","standalone_dual","6224220132","","6224220132","","standalone_dual","2022-02-18","2022-02-18","Virginia vs Virginia Tech","VA","","","2","1155690138","Virginia Tech","1155689138","Virginia","VA","15","1155690138","Virginia Tech","VA","20","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6224220132&teamId={TEAM_ID}"
"83","standalone_dual","6215659132","","6215659132","","standalone_dual","2022-02-18","2022-02-18","Presbyterian College vs Appalachian State","SC","","","2","1155507138","Appalachian State","1155725138","Presbyterian College","SC","0","1155507138","Appalachian State","NC","46","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6215659132&teamId={TEAM_ID}"
"84","standalone_dual","6217846132","","6217846132","","standalone_dual","2022-02-18","2022-02-18","West Virginia vs Wyoming","WV","","","2","1155714138","Wyoming","1155699138","West Virginia","WV","11","1155714138","Wyoming","WY","25","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6217846132&teamId={TEAM_ID}"
"85","standalone_dual","6269473132","","6269473132","","standalone_dual","2022-02-17","2022-02-17","Wisconsin vs Northern Iowa","WI","","","1","1155705138","Wisconsin","1155705138","Wisconsin","WI","24","1155632138","Northern Iowa","IA","10","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6269473132&teamId={TEAM_ID}"
"86","standalone_dual","6572342132","","6572342132","","standalone_dual","2022-02-17","2022-02-17","King vs Belmont Abbey","TN","","","1","1155583138","King","1155583138","King","TN","25","1155516138","Belmont Abbey","NC","24","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6572342132&teamId={TEAM_ID}"
"87","standalone_dual","6572344132","","6572344132","","standalone_dual","2022-02-17","2022-02-17","King vs UNC Pembroke","TN","","","1","1155583138","King","1155583138","King","TN","30","1155627138","UNC Pembroke","NC","15","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=6572344132&teamId={TEAM_ID}"
