"source_index","record_type","primary_id","event_id","dual_id","format_code","format_label","start_date","end_date","event_name","location_state","tournament_system","tournament_id","winner_side","winner_team_id","winner_team_name","team_1_id","team_1_name","team_1_state","team_1_score","team_2_id","team_2_name","team_2_state","team_2_score","season_id","results_url_template"
"91","tournament_event","9001132132","9001132132","","D","dual_tournament","2026-02-15","2026-02-15","Conference Carolinas Final Four","NC","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=9001132132&teamId={TEAM_ID}"
"92","tournament_event","8993760132","8993760132","","I","individual","2026-02-15","2026-02-15","Rocky Mountain Collegiate Open","CO","O","967143132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8993760132&teamId={TEAM_ID}"
"93","tournament_event","8708410132","8708410132","","I","individual","2026-02-15","2026-02-15","Lock Haven Open II","PA","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8708410132&teamId={TEAM_ID}"
"94","standalone_dual","8707245132","","8707245132","","standalone_dual","2026-02-15","2026-02-15","Scranton vs Misericordia","PA","","","2","759014150","Misericordia","758967150","Scranton","PA","3","759014150","Misericordia","PA","41","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707245132&teamId={TEAM_ID}"
"95","tournament_event","8707564132","8707564132","","I","individual","2026-02-15","2026-02-15","Jackrabbits Open","SD","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8707564132&teamId={TEAM_ID}"
"96","standalone_dual","8707562132","","8707562132","","standalone_dual","2026-02-15","2026-02-15","Wyoming vs Oklahoma","WY","","","1","758963150","Wyoming","758963150","Wyoming","WY","24","758891150","Oklahoma","OK","10","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707562132&teamId={TEAM_ID}"
"97","tournament_event","8707995132","8707995132","","I","individual","2026-02-15","2026-02-15","NEWA Futures (Invite)","VT","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8707995132&teamId={TEAM_ID}"
"98","tournament_event","8995065132","8995065132","","D","dual_tournament","2026-02-15","2026-02-15","Harvard & Brown Duals","NY","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8995065132&teamId={TEAM_ID}"
"99","standalone_dual","8708837132","","8708837132","","standalone_dual","2026-02-15","2026-02-15","Wisconsin vs Michigan","WI","","","1","758954150","Wisconsin","758954150","Wisconsin","WI","19","758857150","Michigan","MI","17","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8708837132&teamId={TEAM_ID}"
"100","tournament_event","8707116132","8707116132","","D","dual_tournament","2026-02-15","2026-02-15","Ashland Tri","OH","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8707116132&teamId={TEAM_ID}"
"101","standalone_dual","8712372132","","8712372132","","standalone_dual","2026-02-15","2026-02-15","Stanford vs Pittsburgh","CA","","","1","758924150","Stanford","758924150","Stanford","CA","21","758900150","Pittsburgh","PA","12","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8712372132&teamId={TEAM_ID}"
"102","standalone_dual","8708436132","","8708436132","","standalone_dual","2026-02-15","2026-02-15","Virginia Tech vs Oklahoma State","VA","","","2","758892150","Oklahoma State","758938150","Virginia Tech","VA","12","758892150","Oklahoma State","OK","19","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8708436132&teamId={TEAM_ID}"
"103","standalone_dual","8872367132","","8872367132","","standalone_dual","2026-02-15","2026-02-15","Oswego State vs Lycoming","NY","","","2","758847150","Lycoming","758927150","Oswego State","NY","11","758847150","Lycoming","PA","36","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8872367132&teamId={TEAM_ID}"
"104","standalone_dual","8704442132","","8704442132","","standalone_dual","2026-02-15","2026-02-15","The Citadel vs Bellarmine","SC","","","1","758928150","The Citadel","758928150","The Citadel","SC","22","758743150","Bellarmine","KY","13","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8704442132&teamId={TEAM_ID}"
"105","standalone_dual","8708786132","","8708786132","","standalone_dual","2026-02-15","2026-02-15","The Citadel vs Davidson","SC","","","1","758928150","The Citadel","758928150","The Citadel","SC","20","758806150","Davidson","NC","14","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8708786132&teamId={TEAM_ID}"
"106","standalone_dual","8725876132","","8725876132","","standalone_dual","2026-02-15","2026-02-15","Purdue vs Iowa","IN","","","2","758830150","Iowa","758904150","Purdue","IN","6","758830150","Iowa","IA","32","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8725876132&teamId={TEAM_ID}"
"107","standalone_dual","8703517132","","8703517132","","standalone_dual","2026-02-15","2026-02-15","Millersville vs Franklin & Marshall","PA","","","2","758818150","Franklin & Marshall","758859150","Millersville","PA","6","758818150","Franklin & Marshall","PA","49","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8703517132&teamId={TEAM_ID}"
"108","standalone_dual","8703677132","","8703677132","","standalone_dual","2026-02-15","2026-02-15","UMary vs Sioux Falls","ND","","","1","758849150","UMary","758849150","UMary","ND","37","759000150","Sioux Falls","SD","7","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8703677132&teamId={TEAM_ID}"
"109","standalone_dual","8709185132","","8709185132","","standalone_dual","2026-02-15","2026-02-15","Minnesota vs Michigan State","MN","","","1","758861150","Minnesota","758861150","Minnesota","MN","37","758858150","Michigan State","MI","6","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8709185132&teamId={TEAM_ID}"
"110","standalone_dual","8709325132","","8709325132","","standalone_dual","2026-02-15","2026-02-15","Davenport vs Grand Valley State","MI","","","2","758999150","Grand Valley State","758742150","Davenport","MI","0","758999150","Grand Valley State","MI","52","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8709325132&teamId={TEAM_ID}"
"111","standalone_dual","8707449132","","8707449132","","standalone_dual","2026-02-15","2026-02-15","Gardner-Webb vs VMI","NC","","","1","758820150","Gardner-Webb","758820150","Gardner-Webb","NC","30","758939150","VMI","VA","13","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707449132&teamId={TEAM_ID}"
"112","standalone_dual","8709696132","","8709696132","","standalone_dual","2026-02-15","2026-02-15","Drexel vs LIU","PA","","","1","758808150","Drexel","758808150","Drexel","PA","39","758969150","LIU","NY","6","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8709696132&teamId={TEAM_ID}"
"113","standalone_dual","8704745132","","8704745132","","standalone_dual","2026-02-15","2026-02-15","Columbia vs Brown","NY","","","1","758800150","Columbia","758800150","Columbia","NY","28","758776150","Brown","RI","10","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8704745132&teamId={TEAM_ID}"
"114","standalone_dual","8706896132","","8706896132","","standalone_dual","2026-02-15","2026-02-15","Little Rock vs Cal Poly","AR","","","1","758756150","Little Rock","758756150","Little Rock","AR","30","758780150","Cal Poly","CA","8","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8706896132&teamId={TEAM_ID}"
"115","standalone_dual","8708772132","","8708772132","","standalone_dual","2026-02-15","2026-02-15","Maryland vs Ohio State","MD","","","2","758890150","Ohio State","758850150","Maryland","MD","16","758890150","Ohio State","OH","29","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8708772132&teamId={TEAM_ID}"
"116","standalone_dual","8704469132","","8704469132","","standalone_dual","2026-02-15","2026-02-15","Air Force vs California Baptist","CO","","","1","758758150","Air Force","758758150","Air Force","CO","19","758781150","California Baptist","CA","16","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8704469132&teamId={TEAM_ID}"
"117","standalone_dual","8714029132","","8714029132","","standalone_dual","2026-02-15","2026-02-15","Northwestern vs Illinois","IL","","","2","758827150","Illinois","758886150","Northwestern","IL","3","758827150","Illinois","IL","44","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8714029132&teamId={TEAM_ID}"
"118","standalone_dual","8703901132","","8703901132","","standalone_dual","2026-02-15","2026-02-15","Clarion vs Ohio","PA","","","1","758792150","Clarion","758792150","Clarion","PA","25","758888150","Ohio","OH","16","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8703901132&teamId={TEAM_ID}"
"119","standalone_dual","8704522132","","8704522132","","standalone_dual","2026-02-15","2026-02-15","Chattanooga vs Appalachian State","TN","","","1","758790150","Chattanooga","758790150","Chattanooga","TN","20","758763150","Appalachian State","NC","13","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8704522132&teamId={TEAM_ID}"
"120","standalone_dual","8708513132","","8708513132","","standalone_dual","2026-02-15","2026-02-15","Central Oklahoma vs Central Missouri","OK","","","1","758788150","Central Oklahoma","758788150","Central Oklahoma","OK","37","758787150","Central Missouri","MO","7","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8708513132&teamId={TEAM_ID}"
"121","standalone_dual","8705524132","","8705524132","","standalone_dual","2026-02-15","2026-02-15","Iowa State vs Northern Iowa","IA","","","1","758831150","Iowa State","758831150","Iowa State","IA","28","758884150","Northern Iowa","IA","6","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8705524132&teamId={TEAM_ID}"
"122","standalone_dual","8704933132","","8704933132","","standalone_dual","2026-02-15","2026-02-15","Central Michigan vs George Mason","MI","","","2","758821150","George Mason","758786150","Central Michigan","MI","18","758821150","George Mason","VA","18","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8704933132&teamId={TEAM_ID}"
"123","standalone_dual","8703761132","","8703761132","","standalone_dual","2026-02-15","2026-02-15","Northern Colorado vs Utah Valley","CO","","","2","758936150","Utah Valley","758882150","Northern Colorado","CO","17","758936150","Utah Valley","UT","21","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8703761132&teamId={TEAM_ID}"
"124","standalone_dual","8711665132","","8711665132","","standalone_dual","2026-02-15","2026-02-15","Pacific (OR) vs Linfield","OR","","","2","758993150","Linfield","758897150","Pacific (OR)","OR","16","758993150","Linfield","OR","30","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8711665132&teamId={TEAM_ID}"
"125","standalone_dual","8707135132","","8707135132","","standalone_dual","2026-02-15","2026-02-15","Bucknell vs American","PA","","","1","758777150","Bucknell","758777150","Bucknell","PA","22","758761150","American","DC","21","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707135132&teamId={TEAM_ID}"
"126","standalone_dual","8711716132","","8711716132","","standalone_dual","2026-02-15","2026-02-15","Indiana vs Nebraska","IN","","","2","758871150","Nebraska","758828150","Indiana","IN","5","758871150","Nebraska","NE","34","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8711716132&teamId={TEAM_ID}"
"127","standalone_dual","8704546132","","8704546132","","standalone_dual","2026-02-14","2026-02-14","Findlay vs Lake Erie","OH","","","1","758816150","Findlay","758816150","Findlay","OH","40","758840150","Lake Erie","OH","2","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8704546132&teamId={TEAM_ID}"
"128","standalone_dual","8709400132","","8709400132","","standalone_dual","2026-02-14","2026-02-14","Princeton vs Penn","NJ","","","1","758903150","Princeton","758903150","Princeton","NJ","23","758899150","Penn","PA","14","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8709400132&teamId={TEAM_ID}"
"129","standalone_dual","8703490132","","8703490132","","standalone_dual","2026-02-14","2026-02-14","UMary vs Augustana (SD)","ND","","","2","758769150","Augustana (SD)","758849150","UMary","ND","4","758769150","Augustana (SD)","SD","39","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8703490132&teamId={TEAM_ID}"
"130","standalone_dual","8705029132","","8705029132","","standalone_dual","2026-02-14","2026-02-14","Gannon vs Pitt-Johnstown","PA","","","1","758819150","Gannon","758819150","Gannon","PA","18","758901150","Pitt-Johnstown","PA","12","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8705029132&teamId={TEAM_ID}"
"131","standalone_dual","8712134132","","8712134132","","standalone_dual","2026-02-14","2026-02-14","Newman vs Central Missouri","KS","","","2","758787150","Central Missouri","758876150","Newman","KS","6","758787150","Central Missouri","MO","41","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8712134132&teamId={TEAM_ID}"
"132","standalone_dual","8706114132","","8706114132","","standalone_dual","2026-02-14","2026-02-14","Lehigh vs Bucknell","PA","","","1","758842150","Lehigh","758842150","Lehigh","PA","21","758777150","Bucknell","PA","16","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8706114132&teamId={TEAM_ID}"
"133","standalone_dual","8705277132","","8705277132","","standalone_dual","2026-02-14","2026-02-14","Drexel vs Rider","PA","","","2","758906150","Rider","758808150","Drexel","PA","10","758906150","Rider","NJ","30","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8705277132&teamId={TEAM_ID}"
"134","standalone_dual","8707581132","","8707581132","","standalone_dual","2026-02-14","2026-02-14","Kentucky Wesleyan vs Tiffin","KY","","","2","758931150","Tiffin","758751150","Kentucky Wesleyan","KY","0","758931150","Tiffin","OH","56","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707581132&teamId={TEAM_ID}"
"135","standalone_dual","8707970132","","8707970132","","standalone_dual","2026-02-14","2026-02-14","Cornell vs Binghamton","NY","","","1","758803150","Cornell","758803150","Cornell","NY","26","758772150","Binghamton","NY","9","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707970132&teamId={TEAM_ID}"
"136","standalone_dual","8704744132","","8704744132","","standalone_dual","2026-02-14","2026-02-14","Columbia vs Harvard","NY","","","1","758800150","Columbia","758800150","Columbia","NY","38","758823150","Harvard","MA","9","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8704744132&teamId={TEAM_ID}"
"137","standalone_dual","8703676132","","8703676132","","standalone_dual","2026-02-14","2026-02-14","Minot State (N.D.) vs Sioux Falls","ND","","","2","759000150","Sioux Falls","758864150","Minot State (N.D.)","ND","14","759000150","Sioux Falls","SD","31","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8703676132&teamId={TEAM_ID}"
"138","standalone_dual","8705131132","","8705131132","","standalone_dual","2026-02-14","2026-02-14","CSU-Pueblo vs New Mexico Highlands","CO","","","1","758799150","CSU-Pueblo","758799150","CSU-Pueblo","CO","24","758873150","New Mexico Highlands","NM","17","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8705131132&teamId={TEAM_ID}"
"139","standalone_dual","8703795132","","8703795132","","standalone_dual","2026-02-14","2026-02-14","Johnson & Wales (RI) vs Plymouth State","RI","","","1","758835150","Johnson & Wales (RI)","758835150","Johnson & Wales (RI)","RI","50","758902150","Plymouth State","NH","6","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8703795132&teamId={TEAM_ID}"
"140","standalone_dual","9000419132","","9000419132","","standalone_dual","2026-02-14","2026-02-14","Northern Iowa vs West Virginia","IA","","","2","758947150","West Virginia","758884150","Northern Iowa","IA","13","758947150","West Virginia","WV","23","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=9000419132&teamId={TEAM_ID}"
"141","standalone_dual","8707381132","","8707381132","","standalone_dual","2026-02-14","2026-02-14","Morgan State vs Sacred Heart","MD","","","1","759003150","Morgan State","759003150","Morgan State","MD","25","758910150","Sacred Heart","CT","14","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707381132&teamId={TEAM_ID}"
"142","standalone_dual","8704047132","","8704047132","","standalone_dual","2026-02-14","2026-02-14","Frostburg State vs Davis & Elkins","MD","","","1","759002150","Frostburg State","759002150","Frostburg State","MD","53","758974150","Davis & Elkins","WV","0","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8704047132&teamId={TEAM_ID}"
"143","tournament_event","8985997132","8985997132","","I","individual","2026-02-14","2026-02-14","2026 mens sliac","IL","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8985997132&teamId={TEAM_ID}"
"144","tournament_event","8703387132","8703387132","","I","individual","2026-02-14","2026-02-14","JCU Open (Men)","OH","O","930759132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8703387132&teamId={TEAM_ID}"
"145","tournament_event","8706500132","8706500132","","I","individual","2026-02-14","2026-02-14","AMCC Championships","PA","P","930582132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8706500132&teamId={TEAM_ID}"
"146","tournament_event","8915447132","8915447132","","I","individual","2026-02-14","2026-02-14","AMCC Individual Championships","PA","O","960229132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8915447132&teamId={TEAM_ID}"
"147","tournament_event","8707586132","8707586132","","I","individual","2026-02-14","2026-02-14","Mid-States Invitational","MI","O","934304132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8707586132&teamId={TEAM_ID}"
"148","standalone_dual","8709386132","","8709386132","","standalone_dual","2026-02-14","2026-02-14","Fairmont State vs West Liberty","WV","","","2","758946150","West Liberty","758976150","Fairmont State","WV","19","758946150","West Liberty","WV","33","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8709386132&teamId={TEAM_ID}"
"149","standalone_dual","8707265132","","8707265132","","standalone_dual","2026-02-14","2026-02-14","Shippensburg vs Elizabethtown","PA","","","2","758813150","Elizabethtown","758913150","Shippensburg","PA","17","758813150","Elizabethtown","PA","23","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707265132&teamId={TEAM_ID}"
"150","tournament_event","8997151132","8997151132","","I","individual","2026-02-14","2026-02-14","WIAC Championships","WI","P","966852132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8997151132&teamId={TEAM_ID}"
"151","standalone_dual","8705481132","","8705481132","","standalone_dual","2026-02-14","2026-02-14","Worcester Polytechnic vs Springfield","MA","","","2","758921150","Springfield","758962150","Worcester Polytechnic","MA","0","758921150","Springfield","MA","47","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8705481132&teamId={TEAM_ID}"
"152","standalone_dual","8708851132","","8708851132","","standalone_dual","2026-02-14","2026-02-14","Bridgeport vs Felician","CT","","","2","759012150","Felician","770255150","Bridgeport","CT","12","759012150","Felician","NJ","30","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8708851132&teamId={TEAM_ID}"
"153","tournament_event","8967675132","8967675132","","I","individual","2026-02-14","2026-02-14","PAC Championships","OH","P","965102132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8967675132&teamId={TEAM_ID}"
"154","standalone_dual","8707519132","","8707519132","","standalone_dual","2026-02-14","2026-02-14","Wisconsin-Parkside vs St. Cloud State","WI","","","2","758922150","St. Cloud State","758958150","Wisconsin-Parkside","WI","15","758922150","St. Cloud State","MN","25","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707519132&teamId={TEAM_ID}"
"155","tournament_event","8712070132","8712070132","","I","individual","2026-02-14","2026-02-14","2026 SLIAC CHAMPIONSHIPS","IL","O","965207132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8712070132&teamId={TEAM_ID}"
"156","tournament_event","8707284132","8707284132","","D","dual_tournament","2026-02-14","2026-02-14","UAA Championship","NY","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8707284132&teamId={TEAM_ID}"
"157","standalone_dual","8708081132","","8708081132","","standalone_dual","2026-02-14","2026-02-14","Southern Maine vs Norwich","ME","","","1","758919150","Southern Maine","758919150","Southern Maine","ME","22","758887150","Norwich","VT","19","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8708081132&teamId={TEAM_ID}"
"158","tournament_event","8708241132","8708241132","","I","individual","2026-02-14","2026-02-14","Messiah Open","PA","O","931038132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8708241132&teamId={TEAM_ID}"
"159","tournament_event","8706413132","8706413132","","I","individual","2026-02-14","2026-02-14","CSU Pueblo Rocky Mountain Collegiate Open","CO","O","931922132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8706413132&teamId={TEAM_ID}"
"160","tournament_event","8981336132","8981336132","","D","dual_tournament","2026-02-13","2026-02-14","2026 NCWA Men`s National Duals","UT","T","962823132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8981336132&teamId={TEAM_ID}"
"161","standalone_dual","8720568132","","8720568132","","standalone_dual","2026-02-14","2026-02-14","Wesleyan (CT) vs Centenary (NJ)","CT","","","2","758784150","Centenary (NJ)","758945150","Wesleyan (CT)","CT","12","758784150","Centenary (NJ)","NJ","29","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8720568132&teamId={TEAM_ID}"
"162","tournament_event","8988903132","8988903132","","I","individual","2026-02-14","2026-02-14","CCIW Championships","WI","P","965948132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8988903132&teamId={TEAM_ID}"
"163","tournament_event","8929320132","8929320132","","I","individual","2026-02-14","2026-02-14","Centennial Conference Championships","NY","P","963844132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8929320132&teamId={TEAM_ID}"
"164","tournament_event","8921630132","8921630132","","D","dual_tournament","2026-02-14","2026-02-14","Hunter-Arcadia-Emmanuel Tri-Meet","NY","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8921630132&teamId={TEAM_ID}"
"165","tournament_event","8708134132","8708134132","","I","individual","2026-02-14","2026-02-14","Firestorm Open","AZ","O","961517132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8708134132&teamId={TEAM_ID}"
"166","tournament_event","8711071132","8711071132","","I","individual","2026-02-14","2026-02-14","2026 ODAC Championship","VA","P","948904132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8711071132&teamId={TEAM_ID}"
"167","standalone_dual","9033289132","","9033289132","","standalone_dual","2026-02-13","2026-02-13","Ferrum WC vs Coker","VA","","","1","1026221150","Ferrum WC","1026221150","Ferrum WC","VA","0","758796150","Coker","SC","0","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=9033289132&teamId={TEAM_ID}"
"168","tournament_event","8704256132","8704256132","","I","individual","2026-02-13","2026-02-13","Central Last Chance Invitational","IA","O","965871132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8704256132&teamId={TEAM_ID}"
"169","standalone_dual","8708889132","","8708889132","","standalone_dual","2026-02-13","2026-02-13","St. John Fisher vs Brockport","NY","","","1","758996150","St. John Fisher","758996150","St. John Fisher","NY","35","758775150","Brockport","NY","7","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8708889132&teamId={TEAM_ID}"
"170","standalone_dual","8707420132","","8707420132","","standalone_dual","2026-02-13","2026-02-13","Utica vs Elmira College","NY","","","1","759006150","Utica","759006150","Utica","NY","48","758983150","Elmira College","NY","10","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707420132&teamId={TEAM_ID}"
"171","standalone_dual","8988959132","","8988959132","","standalone_dual","2026-02-13","2026-02-13","Alvernia University vs Albright College","PA","","","1","758980150","Alvernia University","758980150","Alvernia University","PA","26","770506150","Albright College","PA","9","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8988959132&teamId={TEAM_ID}"
"172","tournament_event","8707430132","8707430132","","D","dual_tournament","2026-02-13","2026-02-13","RIC Tri-Meet","RI","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8707430132&teamId={TEAM_ID}"
"173","tournament_event","9001673132","9001673132","","D","dual_tournament","2026-02-13","2026-02-13","Kent State Tri Central Michigan, Mercyhurst","OH","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=9001673132&teamId={TEAM_ID}"
"174","standalone_dual","8704581132","","8704581132","","standalone_dual","2026-02-13","2026-02-13","Williams College vs Castleton","MA","","","1","758953150","Williams College","758953150","Williams College","MA","19","758748150","Castleton","VT","18","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8704581132&teamId={TEAM_ID}"
"175","tournament_event","8988899132","8988899132","","I","individual","2026-02-13","2026-02-13","Future CCIW Championships","WI","P","965949132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8988899132&teamId={TEAM_ID}"
"176","standalone_dual","8707160132","","8707160132","","standalone_dual","2026-02-13","2026-02-13","Western Colorado vs Colorado Mesa","CO","","","1","758949150","Western Colorado","758949150","Western Colorado","CO","26","758797150","Colorado Mesa","CO","18","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=8707160132&teamId={TEAM_ID}"
