"source_index","record_type","primary_id","event_id","dual_id","format_code","format_label","start_date","end_date","event_name","location_state","tournament_system","tournament_id","winner_side","winner_team_id","winner_team_name","team_1_id","team_1_name","team_1_state","team_1_score","team_2_id","team_2_name","team_2_state","team_2_score","season_id","results_url_template"
"51","tournament_event","7967408132","7967408132","","I","individual","2024-02-24","2024-02-24","Dubuque Invitational","IA","O","848050132","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=7967408132&teamId={TEAM_ID}"
"52","standalone_dual","7429731132","","7429731132","","standalone_dual","2024-02-24","2024-02-24","VMI vs Campbell","VA","","","2","431567143","Campbell","431727143","VMI","VA","0","431567143","Campbell","NC","46","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429731132&teamId={TEAM_ID}"
"53","standalone_dual","7432613132","","7432613132","","standalone_dual","2024-02-24","2024-02-24","Utah Valley vs California Baptist","UT","","","2","431566143","California Baptist","431724143","Utah Valley","UT","17","431566143","California Baptist","CA","20","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7432613132&teamId={TEAM_ID}"
"54","standalone_dual","7513550132","","7513550132","","standalone_dual","2024-02-23","2024-02-23","Pennsylvania vs Morgan State","PA","","","1","431688143","Pennsylvania","431688143","Pennsylvania","PA","43","432306143","Morgan State","MD","4","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7513550132&teamId={TEAM_ID}"
"55","standalone_dual","7432029132","","7432029132","","standalone_dual","2024-02-23","2024-02-23","Pittsburgh vs Virginia","PA","","","1","431689143","Pittsburgh","431689143","Pittsburgh","PA","35","431725143","Virginia","VA","7","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7432029132&teamId={TEAM_ID}"
"56","standalone_dual","7429584132","","7429584132","","standalone_dual","2024-02-23","2024-02-23","Princeton vs Bucknell","NJ","","","1","431692143","Princeton","431692143","Princeton","NJ","18","431562143","Bucknell","PA","15","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429584132&teamId={TEAM_ID}"
"57","standalone_dual","7428964132","","7428964132","","standalone_dual","2024-02-23","2024-02-23","Wisconsin-Parkside vs Minnesota State","WI","","","1","431745143","Wisconsin-Parkside","431745143","Wisconsin-Parkside","WI","33","431649143","Minnesota State","MN","6","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7428964132&teamId={TEAM_ID}"
"58","tournament_event","7469637132","7469637132","","D","dual_tournament","2024-02-23","2024-02-23","Queens vs Davidson","NC","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=7469637132&teamId={TEAM_ID}"
"59","standalone_dual","7429503132","","7429503132","","standalone_dual","2024-02-23","2024-02-23","Northern Iowa vs Missouri","IA","","","1","431672143","Northern Iowa","431672143","Northern Iowa","IA","31","431652143","Missouri","MO","6","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429503132&teamId={TEAM_ID}"
"60","standalone_dual","7429560132","","7429560132","","standalone_dual","2024-02-23","2024-02-23","Northern Illinois vs SIU Edwardsville","IL","","","1","431671143","Northern Illinois","431671143","Northern Illinois","IL","22","431706143","SIU Edwardsville","IL","13","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429560132&teamId={TEAM_ID}"
"61","standalone_dual","7598423132","","7598423132","","standalone_dual","2024-02-23","2024-02-23","NC State vs Virginia Tech","NC","","","1","431666143","NC State","431666143","NC State","NC","20","431726143","Virginia Tech","VA","12","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7598423132&teamId={TEAM_ID}"
"62","standalone_dual","7429312132","","7429312132","","standalone_dual","2024-02-23","2024-02-23","North Carolina vs Duke","NC","","","1","431665143","North Carolina","431665143","North Carolina","NC","41","431596143","Duke","NC","9","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429312132&teamId={TEAM_ID}"
"63","standalone_dual","7429651132","","7429651132","","standalone_dual","2024-02-23","2024-02-23","Michigan State vs Central Michigan","MI","","","1","431645143","Michigan State","431645143","Michigan State","MI","18","431571143","Central Michigan","MI","13","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429651132&teamId={TEAM_ID}"
"64","standalone_dual","7432893132","","7432893132","","standalone_dual","2024-02-23","2024-02-23","Maryland vs Drexel","MD","","","1","431637143","Maryland","431637143","Maryland","MD","27","431594143","Drexel","PA","15","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7432893132&teamId={TEAM_ID}"
"65","standalone_dual","7432571132","","7432571132","","standalone_dual","2024-02-23","2024-02-23","Indiana vs Chattanooga","IN","","","1","431614143","Indiana","431614143","Indiana","IN","33","431575143","Chattanooga","TN","11","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7432571132&teamId={TEAM_ID}"
"66","standalone_dual","7433662132","","7433662132","","standalone_dual","2024-02-23","2024-02-23","Cleveland State vs Rider","OH","","","2","431695143","Rider","431578143","Cleveland State","OH","12","431695143","Rider","NJ","23","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7433662132&teamId={TEAM_ID}"
"67","standalone_dual","7932987132","","7932987132","","standalone_dual","2024-02-23","2024-02-23","Brown vs Harvard","RI","","","2","431609143","Harvard","431561143","Brown","RI","17","431609143","Harvard","MA","23","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7932987132&teamId={TEAM_ID}"
"68","standalone_dual","7592142132","","7592142132","","standalone_dual","2024-02-22","2024-02-22","Kent State vs Cleveland State","OH","","","2","431578143","Cleveland State","431622143","Kent State","OH","6","431578143","Cleveland State","OH","27","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7592142132&teamId={TEAM_ID}"
"69","standalone_dual","7433661132","","7433661132","","standalone_dual","2024-02-22","2024-02-22","Pittsburgh vs Rider","PA","","","1","431689143","Pittsburgh","431689143","Pittsburgh","PA","29","431695143","Rider","NJ","9","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7433661132&teamId={TEAM_ID}"
"70","standalone_dual","7429348132","","7429348132","","standalone_dual","2024-02-22","2024-02-22","Pitt-Johnstown vs Shippensburg","PA","","","1","431690143","Pitt-Johnstown","431690143","Pitt-Johnstown","PA","46","431702143","Shippensburg","PA","0","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429348132&teamId={TEAM_ID}"
"71","tournament_event","8028743132","8028743132","","D","dual_tournament","2024-02-22","2024-02-22","Glenville Tri","WV","","","","","","","","","","","","","","1560238138","https://www.trackwrestling.com/seasons/EventMatches.jsp?seasonId=1560238138&eventId=8028743132&teamId={TEAM_ID}"
"72","standalone_dual","7429460132","","7429460132","","standalone_dual","2024-02-22","2024-02-22","Sioux Falls vs Southwest Minnesota State","SD","","","2","431708143","Southwest Minnesota State","432302143","Sioux Falls","SD","20","431708143","Southwest Minnesota State","MN","30","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429460132&teamId={TEAM_ID}"
"73","standalone_dual","7429283132","","7429283132","","standalone_dual","2024-02-22","2024-02-22","University of Sioux Falls vs Southwest Minnesota State","SD","","","2","431708143","Southwest Minnesota State","452602143","University of Sioux Falls","SD","20","431708143","Southwest Minnesota State","MN","30","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429283132&teamId={TEAM_ID}"
"74","standalone_dual","7930753132","","7930753132","","standalone_dual","2024-02-22","2024-02-22","The Citadel vs Presbyterian College","SC","","","1","431716143","The Citadel","431716143","The Citadel","SC","50","431761143","Presbyterian College","SC","0","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7930753132&teamId={TEAM_ID}"
"75","standalone_dual","7429745132","","7429745132","","standalone_dual","2024-02-21","2024-02-21","Rutgers vs Bloomsburg","NJ","","","1","431698143","Rutgers","431698143","Rutgers","NJ","37","431558143","Bloomsburg","PA","8","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429745132&teamId={TEAM_ID}"
"76","standalone_dual","7428942132","","7428942132","","standalone_dual","2024-02-20","2024-02-20","LIU vs Sacred Heart","NY","","","1","431755143","LIU","431755143","LIU","NY","41","431699143","Sacred Heart","CT","3","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7428942132&teamId={TEAM_ID}"
"77","standalone_dual","7429209132","","7429209132","","standalone_dual","2024-02-20","2024-02-20","Cornell College vs Augustana (IL)","IA","","","1","431590143","Cornell College","431590143","Cornell College","IA","46","431553143","Augustana (IL)","IL","3","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429209132&teamId={TEAM_ID}"
"78","standalone_dual","7474979132","","7474979132","","standalone_dual","2024-02-18","2024-02-18","Penn State vs Nebraska","PA","","","1","431687143","Penn State","431687143","Penn State","PA","22","431659143","Nebraska","NE","13","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7474979132&teamId={TEAM_ID}"
"79","standalone_dual","7433598132","","7433598132","","standalone_dual","2024-02-18","2024-02-18","Penn State vs Nebraska","PA","","","1","431687143","Penn State","431687143","Penn State","PA","0","431659143","Nebraska","NE","0","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7433598132&teamId={TEAM_ID}"
"80","standalone_dual","7507638132","","7507638132","","standalone_dual","2024-02-18","2024-02-18","Oklahoma State vs Oklahoma","OK","","","1","431681143","Oklahoma State","431681143","Oklahoma State","OK","34","431680143","Oklahoma","OK","9","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7507638132&teamId={TEAM_ID}"
"81","standalone_dual","7920101132","","7920101132","","standalone_dual","2024-02-18","2024-02-18","Northwestern vs Illinois","IL","","","2","431613143","Illinois","431674143","Northwestern","IL","20","431613143","Illinois","IL","41","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7920101132&teamId={TEAM_ID}"
"82","standalone_dual","7517744132","","7517744132","","standalone_dual","2024-02-18","2024-02-18","Northwestern vs Indiana","IL","","","1","431674143","Northwestern","431674143","Northwestern","IL","19","431614143","Indiana","IN","18","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7517744132&teamId={TEAM_ID}"
"83","standalone_dual","7467475132","","7467475132","","standalone_dual","2024-02-18","2024-02-18","Newman vs Central Missouri","KS","","","2","431572143","Central Missouri","431664143","Newman","KS","12","431572143","Central Missouri","MO","36","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7467475132&teamId={TEAM_ID}"
"84","standalone_dual","7430365132","","7430365132","","standalone_dual","2024-02-18","2024-02-18","Minnesota State Moorhead vs Minot State (N.D.)","MN","","","2","431651143","Minot State (N.D.)","431650143","Minnesota State Moorhead","MN","8","431651143","Minot State (N.D.)","ND","37","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7430365132&teamId={TEAM_ID}"
"85","standalone_dual","7510232132","","7510232132","","standalone_dual","2024-02-18","2024-02-18","Iowa vs Wisconsin","IA","","","1","431616143","Iowa","431616143","Iowa","IA","34","431741143","Wisconsin","WI","7","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7510232132&teamId={TEAM_ID}"
"86","standalone_dual","7429826132","","7429826132","","standalone_dual","2024-02-18","2024-02-18","George Mason vs Lindenwood","VA","","","1","431607143","George Mason","431607143","George Mason","VA","42","431630143","Lindenwood","MO","8","1560238138","https://www.trackwrestling.com/seasons/DualMatches.jsp?seasonId=1560238138&dualId=7429826132&teamId={TEAM_ID}"
